price,date,hour,day,month,year
185.28,25-03-2016,03,25,03,2016
185.47,25-03-2016,04,25,03,2016
188.16,25-03-2016,05,25,03,2016
187.79,25-03-2016,06,25,03,2016
188.99,25-03-2016,07,25,03,2016
192.98,25-03-2016,08,25,03,2016
195.11,25-03-2016,09,25,03,2016
195.11,25-03-2016,10,25,03,2016
193.72,25-03-2016,11,25,03,2016
192.33,25-03-2016,12,25,03,2016
189.27,25-03-2016,13,25,03,2016
188.25,25-03-2016,14,25,03,2016
187.97,25-03-2016,15,25,03,2016
188.71,25-03-2016,16,25,03,2016
189.73,25-03-2016,17,25,03,2016
193.07,25-03-2016,18,25,03,2016
194.74,25-03-2016,19,25,03,2016
192.79,25-03-2016,20,25,03,2016
190.38,25-03-2016,21,25,03,2016
189.55,25-03-2016,22,25,03,2016
186.77,25-03-2016,23,25,03,2016
192.98,26-03-2016,00,26,03,2016
190.38,26-03-2016,01,26,03,2016
189.36,26-03-2016,02,26,03,2016
185.38,26-03-2016,03,26,03,2016
185.38,26-03-2016,04,26,03,2016
185.47,26-03-2016,05,26,03,2016
185.47,26-03-2016,06,26,03,2016
189.73,26-03-2016,07,26,03,2016
193.53,26-03-2016,08,26,03,2016
195.66,26-03-2016,09,26,03,2016
193.81,26-03-2016,10,26,03,2016
185.1,26-03-2016,11,26,03,2016
176.66,26-03-2016,12,26,03,2016
169.25,26-03-2016,13,26,03,2016
162.57,26-03-2016,14,26,03,2016
164.34,26-03-2016,15,26,03,2016
165.63,26-03-2016,16,26,03,2016
177.96,26-03-2016,17,26,03,2016
186.49,26-03-2016,18,26,03,2016
186.21,26-03-2016,19,26,03,2016
184.82,26-03-2016,20,26,03,2016
173.51,26-03-2016,21,26,03,2016
166.0,26-03-2016,22,26,03,2016
159.98,26-03-2016,23,26,03,2016
150.8,27-03-2016,00,27,03,2016
140.05,27-03-2016,01,27,03,2016
0.0,27-03-2016,02,27,03,2016
142.92,27-03-2016,03,27,03,2016
129.95,27-03-2016,04,27,03,2016
143.02,27-03-2016,05,27,03,2016
103.63,27-03-2016,06,27,03,2016
151.36,27-03-2016,07,27,03,2016
150.9,27-03-2016,08,27,03,2016
158.22,27-03-2016,09,27,03,2016
160.44,27-03-2016,10,27,03,2016
160.91,27-03-2016,11,27,03,2016
155.81,27-03-2016,12,27,03,2016
148.49,27-03-2016,13,27,03,2016
143.02,27-03-2016,14,27,03,2016
143.85,27-03-2016,15,27,03,2016
148.12,27-03-2016,16,27,03,2016
157.85,27-03-2016,17,27,03,2016
162.57,27-03-2016,18,27,03,2016
181.67,27-03-2016,19,27,03,2016
189.36,27-03-2016,20,27,03,2016
184.17,27-03-2016,21,27,03,2016
180.74,27-03-2016,22,27,03,2016
171.47,27-03-2016,23,27,03,2016
139.87,28-03-2016,00,28,03,2016
130.23,28-03-2016,01,28,03,2016
130.88,28-03-2016,02,28,03,2016
136.34,28-03-2016,03,28,03,2016
144.5,28-03-2016,04,28,03,2016
154.79,28-03-2016,05,28,03,2016
150.99,28-03-2016,06,28,03,2016
152.29,28-03-2016,07,28,03,2016
155.81,28-03-2016,08,28,03,2016
163.87,28-03-2016,09,28,03,2016
169.43,28-03-2016,10,28,03,2016
171.75,28-03-2016,11,28,03,2016
167.77,28-03-2016,12,28,03,2016
165.17,28-03-2016,13,28,03,2016
163.41,28-03-2016,14,28,03,2016
162.67,28-03-2016,15,28,03,2016
162.85,28-03-2016,16,28,03,2016
162.2,28-03-2016,17,28,03,2016
168.6,28-03-2016,18,28,03,2016
171.38,28-03-2016,19,28,03,2016
173.14,28-03-2016,20,28,03,2016
168.88,28-03-2016,21,28,03,2016
164.8,28-03-2016,22,28,03,2016
155.81,28-03-2016,23,28,03,2016
151.73,29-03-2016,00,29,03,2016
151.45,29-03-2016,01,29,03,2016
145.24,29-03-2016,02,29,03,2016
146.35,29-03-2016,03,29,03,2016
155.44,29-03-2016,04,29,03,2016
171.47,29-03-2016,05,29,03,2016
186.49,29-03-2016,06,29,03,2016
195.39,29-03-2016,07,29,03,2016
198.07,29-03-2016,08,29,03,2016
198.07,29-03-2016,09,29,03,2016
196.87,29-03-2016,10,29,03,2016
195.2,29-03-2016,11,29,03,2016
189.36,29-03-2016,12,29,03,2016
185.28,29-03-2016,13,29,03,2016
183.8,29-03-2016,14,29,03,2016
182.78,29-03-2016,15,29,03,2016
184.08,29-03-2016,16,29,03,2016
192.42,29-03-2016,17,29,03,2016
196.5,29-03-2016,18,29,03,2016
197.8,29-03-2016,19,29,03,2016
198.35,29-03-2016,20,29,03,2016
195.94,29-03-2016,21,29,03,2016
190.01,29-03-2016,22,29,03,2016
186.12,29-03-2016,23,29,03,2016
188.15,30-03-2016,00,30,03,2016
186.58,30-03-2016,01,30,03,2016
187.23,30-03-2016,02,30,03,2016
184.63,30-03-2016,03,30,03,2016
187.04,30-03-2016,04,30,03,2016
195.38,30-03-2016,05,30,03,2016
200.85,30-03-2016,06,30,03,2016
205.86,30-03-2016,07,30,03,2016
214.48,30-03-2016,08,30,03,2016
208.82,30-03-2016,09,30,03,2016
203.82,30-03-2016,10,30,03,2016
202.34,30-03-2016,11,30,03,2016
200.57,30-03-2016,12,30,03,2016
200.02,30-03-2016,13,30,03,2016
199.37,30-03-2016,14,30,03,2016
198.26,30-03-2016,15,30,03,2016
197.79,30-03-2016,16,30,03,2016
199.37,30-03-2016,17,30,03,2016
201.04,30-03-2016,18,30,03,2016
202.8,30-03-2016,19,30,03,2016
202.98,30-03-2016,20,30,03,2016
201.04,30-03-2016,21,30,03,2016
197.89,30-03-2016,22,30,03,2016
195.01,30-03-2016,23,30,03,2016
189.89,31-03-2016,00,31,03,2016
187.03,31-03-2016,01,31,03,2016
186.29,31-03-2016,02,31,03,2016
186.84,31-03-2016,03,31,03,2016
190.45,31-03-2016,04,31,03,2016
199.04,31-03-2016,05,31,03,2016
205.88,31-03-2016,06,31,03,2016
325.45,31-03-2016,07,31,03,2016
369.44,31-03-2016,08,31,03,2016
328.78,31-03-2016,09,31,03,2016
312.42,31-03-2016,10,31,03,2016
306.23,31-03-2016,11,31,03,2016
270.84,31-03-2016,12,31,03,2016
270.75,31-03-2016,13,31,03,2016
251.8,31-03-2016,14,31,03,2016
226.58,31-03-2016,15,31,03,2016
222.97,31-03-2016,16,31,03,2016
224.82,31-03-2016,17,31,03,2016
247.46,31-03-2016,18,31,03,2016
280.26,31-03-2016,19,31,03,2016
288.49,31-03-2016,20,31,03,2016
200.43,31-03-2016,21,31,03,2016
196.73,31-03-2016,22,31,03,2016
188.78,31-03-2016,23,31,03,2016
191.12,01-04-2016,00,01,04,2016
187.61,01-04-2016,01,01,04,2016
187.89,01-04-2016,02,01,04,2016
186.04,01-04-2016,03,01,04,2016
190.48,01-04-2016,04,01,04,2016
196.39,01-04-2016,05,01,04,2016
203.78,01-04-2016,06,01,04,2016
307.52,01-04-2016,07,01,04,2016
364.6,01-04-2016,08,01,04,2016
346.13,01-04-2016,09,01,04,2016
311.67,01-04-2016,10,01,04,2016
275.46,01-04-2016,11,01,04,2016
232.51,01-04-2016,12,01,04,2016
202.58,01-04-2016,13,01,04,2016
200.82,01-04-2016,14,01,04,2016
199.71,01-04-2016,15,01,04,2016
199.25,01-04-2016,16,01,04,2016
200.36,01-04-2016,17,01,04,2016
239.25,01-04-2016,18,01,04,2016
202.21,01-04-2016,19,01,04,2016
306.78,01-04-2016,20,01,04,2016
201.01,01-04-2016,21,01,04,2016
198.61,01-04-2016,22,01,04,2016
194.54,01-04-2016,23,01,04,2016
195.34,02-04-2016,00,02,04,2016
192.29,02-04-2016,01,02,04,2016
190.44,02-04-2016,02,02,04,2016
183.41,02-04-2016,03,02,04,2016
184.06,02-04-2016,04,02,04,2016
185.73,02-04-2016,05,02,04,2016
186.65,02-04-2016,06,02,04,2016
192.2,02-04-2016,07,02,04,2016
195.43,02-04-2016,08,02,04,2016
197.19,02-04-2016,09,02,04,2016
192.38,02-04-2016,10,02,04,2016
185.63,02-04-2016,11,02,04,2016
182.77,02-04-2016,12,02,04,2016
182.68,02-04-2016,13,02,04,2016
178.98,02-04-2016,14,02,04,2016
178.24,02-04-2016,15,02,04,2016
179.44,02-04-2016,16,02,04,2016
189.05,02-04-2016,17,02,04,2016
199.13,02-04-2016,18,02,04,2016
200.79,02-04-2016,19,02,04,2016
199.22,02-04-2016,20,02,04,2016
197.65,02-04-2016,21,02,04,2016
195.71,02-04-2016,22,02,04,2016
193.4,02-04-2016,23,02,04,2016
186.9,03-04-2016,00,03,04,2016
174.96,03-04-2016,01,03,04,2016
171.81,03-04-2016,02,03,04,2016
171.44,03-04-2016,03,03,04,2016
169.31,03-04-2016,04,03,04,2016
170.33,03-04-2016,05,03,04,2016
170.61,03-04-2016,06,03,04,2016
171.9,03-04-2016,07,03,04,2016
176.16,03-04-2016,08,03,04,2016
179.68,03-04-2016,09,03,04,2016
182.55,03-04-2016,10,03,04,2016
183.57,03-04-2016,11,03,04,2016
178.57,03-04-2016,12,03,04,2016
177.55,03-04-2016,13,03,04,2016
177.27,03-04-2016,14,03,04,2016
181.25,03-04-2016,15,03,04,2016
186.25,03-04-2016,16,03,04,2016
189.31,03-04-2016,17,03,04,2016
196.16,03-04-2016,18,03,04,2016
203.65,03-04-2016,19,03,04,2016
203.84,03-04-2016,20,03,04,2016
200.69,03-04-2016,21,03,04,2016
197.91,03-04-2016,22,03,04,2016
191.71,03-04-2016,23,03,04,2016
189.77,04-04-2016,00,04,04,2016
181.34,04-04-2016,01,04,04,2016
177.36,04-04-2016,02,04,04,2016
177.27,04-04-2016,03,04,04,2016
179.03,04-04-2016,04,04,04,2016
190.23,04-04-2016,05,04,04,2016
205.41,04-04-2016,06,04,04,2016
221.98,04-04-2016,07,04,04,2016
320.01,04-04-2016,08,04,04,2016
302.61,04-04-2016,09,04,04,2016
267.62,04-04-2016,10,04,04,2016
226.8,04-04-2016,11,04,04,2016
211.15,04-04-2016,12,04,04,2016
215.32,04-04-2016,13,04,04,2016
213.74,04-04-2016,14,04,04,2016
208.19,04-04-2016,15,04,04,2016
208.1,04-04-2016,16,04,04,2016
210.13,04-04-2016,17,04,04,2016
212.08,04-04-2016,18,04,04,2016
212.17,04-04-2016,19,04,04,2016
217.54,04-04-2016,20,04,04,2016
210.23,04-04-2016,21,04,04,2016
203.84,04-04-2016,22,04,04,2016
196.53,04-04-2016,23,04,04,2016
188.42,05-04-2016,00,05,04,2016
185.37,05-04-2016,01,05,04,2016
185.19,05-04-2016,02,05,04,2016
183.34,05-04-2016,03,05,04,2016
185.74,05-04-2016,04,05,04,2016
196.66,05-04-2016,05,05,04,2016
211.55,05-04-2016,06,05,04,2016
295.82,05-04-2016,07,05,04,2016
318.29,05-04-2016,08,05,04,2016
315.24,05-04-2016,09,05,04,2016
307.84,05-04-2016,10,05,04,2016
297.3,05-04-2016,11,05,04,2016
266.49,05-04-2016,12,05,04,2016
239.95,05-04-2016,13,05,04,2016
223.39,05-04-2016,14,05,04,2016
218.39,05-04-2016,15,05,04,2016
216.36,05-04-2016,16,05,04,2016
233.66,05-04-2016,17,05,04,2016
218.3,05-04-2016,18,05,04,2016
229.49,05-04-2016,19,05,04,2016
224.68,05-04-2016,20,05,04,2016
213.31,05-04-2016,21,05,04,2016
206.74,05-04-2016,22,05,04,2016
196.75,05-04-2016,23,05,04,2016
185.27,06-04-2016,00,06,04,2016
177.86,06-04-2016,01,06,04,2016
176.56,06-04-2016,02,06,04,2016
175.54,06-04-2016,03,06,04,2016
176.19,06-04-2016,04,06,04,2016
185.27,06-04-2016,05,06,04,2016
200.09,06-04-2016,06,06,04,2016
212.04,06-04-2016,07,06,04,2016
218.9,06-04-2016,08,06,04,2016
212.23,06-04-2016,09,06,04,2016
210.1,06-04-2016,10,06,04,2016
203.52,06-04-2016,11,06,04,2016
198.33,06-04-2016,12,06,04,2016
194.81,06-04-2016,13,06,04,2016
197.59,06-04-2016,14,06,04,2016
193.24,06-04-2016,15,06,04,2016
191.57,06-04-2016,16,06,04,2016
197.22,06-04-2016,17,06,04,2016
201.02,06-04-2016,18,06,04,2016
202.69,06-04-2016,19,06,04,2016
203.61,06-04-2016,20,06,04,2016
198.79,06-04-2016,21,06,04,2016
186.66,06-04-2016,22,06,04,2016
176.1,06-04-2016,23,06,04,2016
157.07,07-04-2016,00,07,04,2016
148.18,07-04-2016,01,07,04,2016
147.63,07-04-2016,02,07,04,2016
142.81,07-04-2016,03,07,04,2016
155.78,07-04-2016,04,07,04,2016
175.5,07-04-2016,05,07,04,2016
191.43,07-04-2016,06,07,04,2016
200.23,07-04-2016,07,07,04,2016
204.03,07-04-2016,08,07,04,2016
203.1,07-04-2016,09,07,04,2016
199.58,07-04-2016,10,07,04,2016
198.75,07-04-2016,11,07,04,2016
197.73,07-04-2016,12,07,04,2016
196.9,07-04-2016,13,07,04,2016
196.25,07-04-2016,14,07,04,2016
194.12,07-04-2016,15,07,04,2016
195.14,07-04-2016,16,07,04,2016
196.62,07-04-2016,17,07,04,2016
198.84,07-04-2016,18,07,04,2016
202.36,07-04-2016,19,07,04,2016
202.54,07-04-2016,20,07,04,2016
199.03,07-04-2016,21,07,04,2016
194.12,07-04-2016,22,07,04,2016
185.5,07-04-2016,23,07,04,2016
181.3,08-04-2016,00,08,04,2016
178.89,08-04-2016,01,08,04,2016
178.42,08-04-2016,02,08,04,2016
178.98,08-04-2016,03,08,04,2016
182.13,08-04-2016,04,08,04,2016
188.44,08-04-2016,05,08,04,2016
197.34,08-04-2016,06,08,04,2016
209.86,08-04-2016,07,08,04,2016
220.62,08-04-2016,08,08,04,2016
220.99,08-04-2016,09,08,04,2016
218.11,08-04-2016,10,08,04,2016
213.2,08-04-2016,11,08,04,2016
212.08,08-04-2016,12,08,04,2016
209.67,08-04-2016,13,08,04,2016
206.71,08-04-2016,14,08,04,2016
200.96,08-04-2016,15,08,04,2016
201.14,08-04-2016,16,08,04,2016
202.63,08-04-2016,17,08,04,2016
206.34,08-04-2016,18,08,04,2016
205.69,08-04-2016,19,08,04,2016
204.48,08-04-2016,20,08,04,2016
204.3,08-04-2016,21,08,04,2016
199.01,08-04-2016,22,08,04,2016
194.37,08-04-2016,23,08,04,2016
196.81,09-04-2016,00,09,04,2016
193.38,09-04-2016,01,09,04,2016
192.26,09-04-2016,02,09,04,2016
193.0,09-04-2016,03,09,04,2016
192.82,09-04-2016,04,09,04,2016
195.14,09-04-2016,05,09,04,2016
198.3,09-04-2016,06,09,04,2016
198.67,09-04-2016,07,09,04,2016
205.26,09-04-2016,08,09,04,2016
208.97,09-04-2016,09,09,04,2016
207.95,09-04-2016,10,09,04,2016
206.56,09-04-2016,11,09,04,2016
202.66,09-04-2016,12,09,04,2016
193.19,09-04-2016,13,09,04,2016
187.53,09-04-2016,14,09,04,2016
188.92,09-04-2016,15,09,04,2016
192.35,09-04-2016,16,09,04,2016
202.94,09-04-2016,17,09,04,2016
209.62,09-04-2016,18,09,04,2016
209.06,09-04-2016,19,09,04,2016
207.58,09-04-2016,20,09,04,2016
205.54,09-04-2016,21,09,04,2016
201.82,09-04-2016,22,09,04,2016
197.27,09-04-2016,23,09,04,2016
194.79,10-04-2016,00,10,04,2016
187.18,10-04-2016,01,10,04,2016
183.09,10-04-2016,02,10,04,2016
181.8,10-04-2016,03,10,04,2016
181.89,10-04-2016,04,10,04,2016
180.96,10-04-2016,05,10,04,2016
181.42,10-04-2016,06,10,04,2016
182.44,10-04-2016,07,10,04,2016
187.64,10-04-2016,08,10,04,2016
194.6,10-04-2016,09,10,04,2016
195.34,10-04-2016,10,10,04,2016
195.44,10-04-2016,11,10,04,2016
188.2,10-04-2016,12,10,04,2016
186.71,10-04-2016,13,10,04,2016
185.88,10-04-2016,14,10,04,2016
186.25,10-04-2016,15,10,04,2016
189.78,10-04-2016,16,10,04,2016
192.93,10-04-2016,17,10,04,2016
197.57,10-04-2016,18,10,04,2016
203.51,10-04-2016,19,10,04,2016
203.79,10-04-2016,20,10,04,2016
203.14,10-04-2016,21,10,04,2016
197.85,10-04-2016,22,10,04,2016
186.44,10-04-2016,23,10,04,2016
185.79,11-04-2016,00,11,04,2016
180.03,11-04-2016,01,11,04,2016
179.38,11-04-2016,02,11,04,2016
181.33,11-04-2016,03,11,04,2016
188.38,11-04-2016,04,11,04,2016
197.01,11-04-2016,05,11,04,2016
207.04,11-04-2016,06,11,04,2016
229.77,11-04-2016,07,11,04,2016
277.29,11-04-2016,08,11,04,2016
262.53,11-04-2016,09,11,04,2016
231.63,11-04-2016,10,11,04,2016
213.07,11-04-2016,11,11,04,2016
208.99,11-04-2016,12,11,04,2016
207.5,11-04-2016,13,11,04,2016
205.27,11-04-2016,14,11,04,2016
202.58,11-04-2016,15,11,04,2016
204.72,11-04-2016,16,11,04,2016
207.41,11-04-2016,17,11,04,2016
207.78,11-04-2016,18,11,04,2016
208.34,11-04-2016,19,11,04,2016
210.01,11-04-2016,20,11,04,2016
207.59,11-04-2016,21,11,04,2016
202.58,11-04-2016,22,11,04,2016
196.46,11-04-2016,23,11,04,2016
192.51,12-04-2016,00,12,04,2016
189.54,12-04-2016,01,12,04,2016
189.07,12-04-2016,02,12,04,2016
189.07,12-04-2016,03,12,04,2016
191.67,12-04-2016,04,12,04,2016
199.1,12-04-2016,05,12,04,2016
206.52,12-04-2016,06,12,04,2016
217.11,12-04-2016,07,12,04,2016
231.96,12-04-2016,08,12,04,2016
227.32,12-04-2016,09,12,04,2016
212.84,12-04-2016,10,12,04,2016
209.96,12-04-2016,11,12,04,2016
208.29,12-04-2016,12,12,04,2016
208.01,12-04-2016,13,12,04,2016
207.17,12-04-2016,14,12,04,2016
206.15,12-04-2016,15,12,04,2016
205.5,12-04-2016,16,12,04,2016
206.52,12-04-2016,17,12,04,2016
206.99,12-04-2016,18,12,04,2016
208.29,12-04-2016,19,12,04,2016
209.49,12-04-2016,20,12,04,2016
208.85,12-04-2016,21,12,04,2016
204.67,12-04-2016,22,12,04,2016
199.93,12-04-2016,23,12,04,2016
200.73,13-04-2016,00,13,04,2016
196.11,13-04-2016,01,13,04,2016
195.56,13-04-2016,02,13,04,2016
196.3,13-04-2016,03,13,04,2016
200.17,13-04-2016,04,13,04,2016
205.34,13-04-2016,05,13,04,2016
212.07,13-04-2016,06,13,04,2016
254.5,13-04-2016,07,13,04,2016
322.3,13-04-2016,08,13,04,2016
296.48,13-04-2016,09,13,04,2016
265.02,13-04-2016,10,13,04,2016
246.85,13-04-2016,11,13,04,2016
231.07,13-04-2016,12,13,04,2016
226.46,13-04-2016,13,13,04,2016
223.42,13-04-2016,14,13,04,2016
215.21,13-04-2016,15,13,04,2016
212.9,13-04-2016,16,13,04,2016
216.59,13-04-2016,17,13,04,2016
217.24,13-04-2016,18,13,04,2016
217.24,13-04-2016,19,13,04,2016
219.82,13-04-2016,20,13,04,2016
216.59,13-04-2016,21,13,04,2016
211.61,13-04-2016,22,13,04,2016
207.55,13-04-2016,23,13,04,2016
200.26,14-04-2016,00,14,04,2016
196.22,14-04-2016,01,14,04,2016
194.21,14-04-2016,02,14,04,2016
192.01,14-04-2016,03,14,04,2016
193.11,14-04-2016,04,14,04,2016
204.29,14-04-2016,05,14,04,2016
211.35,14-04-2016,06,14,04,2016
286.72,14-04-2016,07,14,04,2016
341.83,14-04-2016,08,14,04,2016
317.17,14-04-2016,09,14,04,2016
283.42,14-04-2016,10,14,04,2016
257.47,14-04-2016,11,14,04,2016
242.07,14-04-2016,12,14,04,2016
229.69,14-04-2016,13,14,04,2016
218.5,14-04-2016,14,14,04,2016
214.93,14-04-2016,15,14,04,2016
212.91,14-04-2016,16,14,04,2016
216.58,14-04-2016,17,14,04,2016
223.0,14-04-2016,18,14,04,2016
217.04,14-04-2016,19,14,04,2016
215.2,14-04-2016,20,14,04,2016
210.71,14-04-2016,21,14,04,2016
208.51,14-04-2016,22,14,04,2016
203.83,14-04-2016,23,14,04,2016
195.76,15-04-2016,00,15,04,2016
190.72,15-04-2016,01,15,04,2016
187.51,15-04-2016,02,15,04,2016
184.66,15-04-2016,03,15,04,2016
186.5,15-04-2016,04,15,04,2016
196.49,15-04-2016,05,15,04,2016
207.31,15-04-2016,06,15,04,2016
215.01,15-04-2016,07,15,04,2016
225.47,15-04-2016,08,15,04,2016
219.78,15-04-2016,09,15,04,2016
217.67,15-04-2016,10,15,04,2016
213.09,15-04-2016,11,15,04,2016
211.62,15-04-2016,12,15,04,2016
210.25,15-04-2016,13,15,04,2016
207.68,15-04-2016,14,15,04,2016
200.71,15-04-2016,15,15,04,2016
199.33,15-04-2016,16,15,04,2016
202.91,15-04-2016,17,15,04,2016
207.77,15-04-2016,18,15,04,2016
207.68,15-04-2016,19,15,04,2016
208.04,15-04-2016,20,15,04,2016
208.04,15-04-2016,21,15,04,2016
206.85,15-04-2016,22,15,04,2016
200.98,15-04-2016,23,15,04,2016
196.0,16-04-2016,00,16,04,2016
186.73,16-04-2016,01,16,04,2016
182.42,16-04-2016,02,16,04,2016
178.01,16-04-2016,03,16,04,2016
178.2,16-04-2016,04,16,04,2016
179.3,16-04-2016,05,16,04,2016
182.97,16-04-2016,06,16,04,2016
187.47,16-04-2016,07,16,04,2016
193.98,16-04-2016,08,16,04,2016
198.57,16-04-2016,09,16,04,2016
196.0,16-04-2016,10,16,04,2016
194.9,16-04-2016,11,16,04,2016
191.78,16-04-2016,12,16,04,2016
188.66,16-04-2016,13,16,04,2016
186.92,16-04-2016,14,16,04,2016
184.9,16-04-2016,15,16,04,2016
186.82,16-04-2016,16,16,04,2016
188.93,16-04-2016,17,16,04,2016
191.14,16-04-2016,18,16,04,2016
196.46,16-04-2016,19,16,04,2016
199.3,16-04-2016,20,16,04,2016
198.11,16-04-2016,21,16,04,2016
194.71,16-04-2016,22,16,04,2016
186.55,16-04-2016,23,16,04,2016
177.65,17-04-2016,00,17,04,2016
163.04,17-04-2016,01,17,04,2016
149.25,17-04-2016,02,17,04,2016
143.65,17-04-2016,03,17,04,2016
143.83,17-04-2016,04,17,04,2016
140.06,17-04-2016,05,17,04,2016
140.89,17-04-2016,06,17,04,2016
155.69,17-04-2016,07,17,04,2016
166.72,17-04-2016,08,17,04,2016
176.0,17-04-2016,09,17,04,2016
177.47,17-04-2016,10,17,04,2016
179.86,17-04-2016,11,17,04,2016
177.38,17-04-2016,12,17,04,2016
177.1,17-04-2016,13,17,04,2016
173.88,17-04-2016,14,17,04,2016
170.21,17-04-2016,15,17,04,2016
166.9,17-04-2016,16,17,04,2016
172.87,17-04-2016,17,17,04,2016
177.84,17-04-2016,18,17,04,2016
188.5,17-04-2016,19,17,04,2016
194.84,17-04-2016,20,17,04,2016
195.67,17-04-2016,21,17,04,2016
189.69,17-04-2016,22,17,04,2016
183.17,17-04-2016,23,17,04,2016
182.34,18-04-2016,00,18,04,2016
180.23,18-04-2016,01,18,04,2016
175.54,18-04-2016,02,18,04,2016
173.7,18-04-2016,03,18,04,2016
174.62,18-04-2016,04,18,04,2016
188.77,18-04-2016,05,18,04,2016
197.04,18-04-2016,06,18,04,2016
206.42,18-04-2016,07,18,04,2016
208.72,18-04-2016,08,18,04,2016
206.42,18-04-2016,09,18,04,2016
203.29,18-04-2016,10,18,04,2016
200.81,18-04-2016,11,18,04,2016
194.29,18-04-2016,12,18,04,2016
190.24,18-04-2016,13,18,04,2016
189.78,18-04-2016,14,18,04,2016
188.31,18-04-2016,15,18,04,2016
186.66,18-04-2016,16,18,04,2016
190.24,18-04-2016,17,18,04,2016
190.43,18-04-2016,18,18,04,2016
189.97,18-04-2016,19,18,04,2016
193.37,18-04-2016,20,18,04,2016
192.27,18-04-2016,21,18,04,2016
181.7,18-04-2016,22,18,04,2016
175.45,18-04-2016,23,18,04,2016
173.09,19-04-2016,00,19,04,2016
157.48,19-04-2016,01,19,04,2016
137.1,19-04-2016,02,19,04,2016
142.33,19-04-2016,03,19,04,2016
169.33,19-04-2016,04,19,04,2016
176.95,19-04-2016,05,19,04,2016
189.07,19-04-2016,06,19,04,2016
202.57,19-04-2016,07,19,04,2016
206.52,19-04-2016,08,19,04,2016
201.65,19-04-2016,09,19,04,2016
192.28,19-04-2016,10,19,04,2016
187.51,19-04-2016,11,19,04,2016
185.03,19-04-2016,12,19,04,2016
184.2,19-04-2016,13,19,04,2016
183.01,19-04-2016,14,19,04,2016
182.46,19-04-2016,15,19,04,2016
179.89,19-04-2016,16,19,04,2016
180.16,19-04-2016,17,19,04,2016
187.97,19-04-2016,18,19,04,2016
191.82,19-04-2016,19,19,04,2016
194.49,19-04-2016,20,19,04,2016
194.4,19-04-2016,21,19,04,2016
184.85,19-04-2016,22,19,04,2016
177.5,19-04-2016,23,19,04,2016
175.66,20-04-2016,00,20,04,2016
173.0,20-04-2016,01,20,04,2016
151.43,20-04-2016,02,20,04,2016
160.51,20-04-2016,03,20,04,2016
170.98,20-04-2016,04,20,04,2016
183.55,20-04-2016,05,20,04,2016
198.51,20-04-2016,06,20,04,2016
212.28,20-04-2016,07,20,04,2016
214.48,20-04-2016,08,20,04,2016
213.65,20-04-2016,09,20,04,2016
211.27,20-04-2016,10,20,04,2016
205.85,20-04-2016,11,20,04,2016
199.06,20-04-2016,12,20,04,2016
197.87,20-04-2016,13,20,04,2016
197.5,20-04-2016,14,20,04,2016
197.96,20-04-2016,15,20,04,2016
198.14,20-04-2016,16,20,04,2016
203.37,20-04-2016,17,20,04,2016
206.86,20-04-2016,18,20,04,2016
210.44,20-04-2016,19,20,04,2016
212.0,20-04-2016,20,20,04,2016
213.1,20-04-2016,21,20,04,2016
210.35,20-04-2016,22,20,04,2016
199.06,20-04-2016,23,20,04,2016
193.9,21-04-2016,00,21,04,2016
188.12,21-04-2016,01,21,04,2016
182.89,21-04-2016,02,21,04,2016
179.68,21-04-2016,03,21,04,2016
182.06,21-04-2016,04,21,04,2016
193.72,21-04-2016,05,21,04,2016
200.87,21-04-2016,06,21,04,2016
210.6,21-04-2016,07,21,04,2016
213.72,21-04-2016,08,21,04,2016
209.59,21-04-2016,09,21,04,2016
207.76,21-04-2016,10,21,04,2016
204.09,21-04-2016,11,21,04,2016
201.33,21-04-2016,12,21,04,2016
200.41,21-04-2016,13,21,04,2016
199.68,21-04-2016,14,21,04,2016
197.75,21-04-2016,15,21,04,2016
195.83,21-04-2016,16,21,04,2016
195.46,21-04-2016,17,21,04,2016
195.09,21-04-2016,18,21,04,2016
194.91,21-04-2016,19,21,04,2016
196.29,21-04-2016,20,21,04,2016
197.2,21-04-2016,21,21,04,2016
191.61,21-04-2016,22,21,04,2016
184.63,21-04-2016,23,21,04,2016
180.26,22-04-2016,00,22,04,2016
175.02,22-04-2016,01,22,04,2016
174.01,22-04-2016,02,22,04,2016
173.37,22-04-2016,03,22,04,2016
177.41,22-04-2016,04,22,04,2016
192.28,22-04-2016,05,22,04,2016
197.33,22-04-2016,06,22,04,2016
207.7,22-04-2016,07,22,04,2016
210.08,22-04-2016,08,22,04,2016
209.9,22-04-2016,09,22,04,2016
209.81,22-04-2016,10,22,04,2016
208.62,22-04-2016,11,22,04,2016
207.15,22-04-2016,12,22,04,2016
204.21,22-04-2016,13,22,04,2016
201.37,22-04-2016,14,22,04,2016
198.98,22-04-2016,15,22,04,2016
197.51,22-04-2016,16,22,04,2016
198.98,22-04-2016,17,22,04,2016
199.44,22-04-2016,18,22,04,2016
200.26,22-04-2016,19,22,04,2016
200.91,22-04-2016,20,22,04,2016
202.28,22-04-2016,21,22,04,2016
199.99,22-04-2016,22,22,04,2016
196.5,22-04-2016,23,22,04,2016
197.06,23-04-2016,00,23,04,2016
194.87,23-04-2016,01,23,04,2016
191.76,23-04-2016,02,23,04,2016
191.58,23-04-2016,03,23,04,2016
191.58,23-04-2016,04,23,04,2016
190.76,23-04-2016,05,23,04,2016
