price,date,hour
445.98,14-02-2018,10
398.51,14-02-2018,11
356.6,14-02-2018,12
348.76,14-02-2018,13
357.1,14-02-2018,14
397.22,14-02-2018,15
409.14,14-02-2018,16
446.77,14-02-2018,17
442.21,14-02-2018,18
397.32,14-02-2018,19
363.75,14-02-2018,20
323.83,14-02-2018,21
309.73,14-02-2018,22
295.63,14-02-2018,23
298.71,15-02-2018,00
297.92,15-02-2018,01
298.02,15-02-2018,02
295.24,15-02-2018,03
298.41,15-02-2018,04
305.86,15-02-2018,05
311.52,15-02-2018,06
325.43,15-02-2018,07
338.24,15-02-2018,08
332.77,15-02-2018,09
326.22,15-02-2018,10
325.53,15-02-2018,11
325.13,15-02-2018,12
327.51,15-02-2018,13
329.4,15-02-2018,14
331.78,15-02-2018,15
335.55,15-02-2018,16
349.36,15-02-2018,17
367.03,15-02-2018,18
348.96,15-02-2018,19
336.85,15-02-2018,20
336.55,15-02-2018,21
327.81,15-02-2018,22
319.27,15-02-2018,23
317.56,16-02-2018,00
315.68,16-02-2018,01
314.89,16-02-2018,02
312.21,16-02-2018,03
316.97,16-02-2018,04
327.18,16-02-2018,05
346.69,16-02-2018,06
447.86,16-02-2018,07
458.46,16-02-2018,08
454.0,16-02-2018,09
440.43,16-02-2018,10
375.83,16-02-2018,11
346.2,16-02-2018,12
344.81,16-02-2018,13
341.05,16-02-2018,14
346.2,16-02-2018,15
353.04,16-02-2018,16
427.55,16-02-2018,17
486.01,16-02-2018,18
390.29,16-02-2018,19
354.82,16-02-2018,20
346.0,16-02-2018,21
332.62,16-02-2018,22
326.58,16-02-2018,23
343.81,17-02-2018,00
336.86,17-02-2018,01
336.86,17-02-2018,02
333.29,17-02-2018,03
333.39,17-02-2018,04
335.77,17-02-2018,05
343.01,17-02-2018,06
351.94,17-02-2018,07
365.92,17-02-2018,08
403.2,17-02-2018,09
442.28,17-02-2018,10
420.46,17-02-2018,11
403.01,17-02-2018,12
376.93,17-02-2018,13
356.7,17-02-2018,14
356.3,17-02-2018,15
381.98,17-02-2018,16
446.14,17-02-2018,17
493.54,17-02-2018,18
469.15,17-02-2018,19
391.4,17-02-2018,20
373.75,17-02-2018,21
355.51,17-02-2018,22
345.89,17-02-2018,23
345.07,18-02-2018,00
344.18,18-02-2018,01
335.88,18-02-2018,02
334.99,18-02-2018,03
334.39,18-02-2018,04
335.97,18-02-2018,05
331.23,18-02-2018,06
331.72,18-02-2018,07
338.35,18-02-2018,08
350.11,18-02-2018,09
353.37,18-02-2018,10
355.55,18-02-2018,11
343.09,18-02-2018,12
345.96,18-02-2018,13
339.83,18-02-2018,14
345.36,18-02-2018,15
358.21,18-02-2018,16
408.72,18-02-2018,17
469.02,18-02-2018,18
435.31,18-02-2018,19
395.38,18-02-2018,20
365.33,18-02-2018,21
349.52,18-02-2018,22
333.8,18-02-2018,23
333.8,19-02-2018,00
331.72,19-02-2018,01
333.9,19-02-2018,02
335.48,19-02-2018,03
346.65,19-02-2018,04
372.15,19-02-2018,05
467.83,19-02-2018,06
572.81,19-02-2018,07
605.72,19-02-2018,08
609.18,19-02-2018,09
589.81,19-02-2018,10
574.39,19-02-2018,11
536.14,19-02-2018,12
520.62,19-02-2018,13
526.25,19-02-2018,14
520.72,19-02-2018,15
491.75,19-02-2018,16
592.28,19-02-2018,17
670.56,19-02-2018,18
537.62,19-02-2018,19
428.0,19-02-2018,20
415.15,19-02-2018,21
376.8,19-02-2018,22
353.57,19-02-2018,23
369.29,20-02-2018,00
360.97,20-02-2018,01
357.3,20-02-2018,02
353.24,20-02-2018,03
366.12,20-02-2018,04
403.18,20-02-2018,05
467.58,20-02-2018,06
595.01,20-02-2018,07
613.53,20-02-2018,08
612.84,20-02-2018,09
593.42,20-02-2018,10
555.87,20-02-2018,11
528.92,20-02-2018,12
511.97,20-02-2018,13
502.36,20-02-2018,14
494.14,20-02-2018,15
497.9,20-02-2018,16
530.2,20-02-2018,17
613.44,20-02-2018,18
576.58,20-02-2018,19
465.01,20-02-2018,20
424.98,20-02-2018,21
404.66,20-02-2018,22
370.68,20-02-2018,23
373.55,21-02-2018,00
369.46,21-02-2018,01
366.77,21-02-2018,02
365.37,21-02-2018,03
372.25,21-02-2018,04
389.51,21-02-2018,05
455.22,21-02-2018,06
589.64,21-02-2018,07
620.06,21-02-2018,08
618.06,21-02-2018,09
567.11,21-02-2018,10
495.71,21-02-2018,11
457.22,21-02-2018,12
449.84,21-02-2018,13
444.55,21-02-2018,14
448.44,21-02-2018,15
472.77,21-02-2018,16
552.75,21-02-2018,17
587.65,21-02-2018,18
550.85,21-02-2018,19
479.95,21-02-2018,20
438.47,21-02-2018,21
397.78,21-02-2018,22
371.76,21-02-2018,23
390.93,22-02-2018,00
382.35,22-02-2018,01
378.75,22-02-2018,02
379.65,22-02-2018,03
389.73,22-02-2018,04
419.37,22-02-2018,05
498.32,22-02-2018,06
590.73,22-02-2018,07
678.36,22-02-2018,08
624.47,22-02-2018,09
577.96,22-02-2018,10
493.13,22-02-2018,11
458.3,22-02-2018,12
450.11,22-02-2018,13
451.11,22-02-2018,14
456.0,22-02-2018,15
497.02,22-02-2018,16
576.16,22-02-2018,17
613.29,22-02-2018,18
556.9,22-02-2018,19
457.4,22-02-2018,20
443.52,22-02-2018,21
423.56,22-02-2018,22
381.25,22-02-2018,23
385.74,23-02-2018,00
375.24,23-02-2018,01
372.34,23-02-2018,02
371.24,23-02-2018,03
375.34,23-02-2018,04
398.44,23-02-2018,05
483.53,23-02-2018,06
616.11,23-02-2018,07
630.21,23-02-2018,08
554.92,23-02-2018,09
540.92,23-02-2018,10
463.43,23-02-2018,11
427.64,23-02-2018,12
402.84,23-02-2018,13
394.34,23-02-2018,14
397.34,23-02-2018,15
443.23,23-02-2018,16
504.72,23-02-2018,17
539.62,23-02-2018,18
480.83,23-02-2018,19
418.04,23-02-2018,20
387.04,23-02-2018,21
377.74,23-02-2018,22
360.45,23-02-2018,23
377.0,24-02-2018,00
371.98,24-02-2018,01
370.98,24-02-2018,02
369.87,24-02-2018,03
371.38,24-02-2018,04
371.98,24-02-2018,05
377.4,24-02-2018,06
381.12,24-02-2018,07
381.82,24-02-2018,08
403.71,24-02-2018,09
415.46,24-02-2018,10
413.35,24-02-2018,11
390.25,24-02-2018,12
379.31,24-02-2018,13
370.98,24-02-2018,14
370.98,24-02-2018,15
379.41,24-02-2018,16
410.03,24-02-2018,17
434.83,24-02-2018,18
409.43,24-02-2018,19
390.15,24-02-2018,20
379.91,24-02-2018,21
375.19,24-02-2018,22
371.08,24-02-2018,23
377.88,25-02-2018,00
376.38,25-02-2018,01
373.37,25-02-2018,02
369.95,25-02-2018,03
369.05,25-02-2018,04
373.16,25-02-2018,05
377.58,25-02-2018,06
382.4,25-02-2018,07
385.61,25-02-2018,08
392.63,25-02-2018,09
394.64,25-02-2018,10
390.62,25-02-2018,11
386.31,25-02-2018,12
377.28,25-02-2018,13
368.65,25-02-2018,14
369.25,25-02-2018,15
375.97,25-02-2018,16
419.12,25-02-2018,17
461.16,25-02-2018,18
437.38,25-02-2018,19
400.76,25-02-2018,20
381.99,25-02-2018,21
379.69,25-02-2018,22
366.34,25-02-2018,23
361.53,26-02-2018,00
361.63,26-02-2018,01
361.63,26-02-2018,02
362.43,26-02-2018,03
368.75,26-02-2018,04
390.72,26-02-2018,05
467.89,26-02-2018,06
678.9,26-02-2018,07
648.9,26-02-2018,08
487.55,26-02-2018,09
464.77,26-02-2018,10
437.78,26-02-2018,11
421.03,26-02-2018,12
413.5,26-02-2018,13
413.9,26-02-2018,14
423.74,26-02-2018,15
451.53,26-02-2018,16
531.3,26-02-2018,17
739.81,26-02-2018,18
578.46,26-02-2018,19
469.69,26-02-2018,20
432.47,26-02-2018,21
401.36,26-02-2018,22
390.62,26-02-2018,23
399.13,27-02-2018,00
384.37,27-02-2018,01
378.14,27-02-2018,02
378.45,27-02-2018,03
388.59,27-02-2018,04
409.77,27-02-2018,05
432.67,27-02-2018,06
722.75,27-02-2018,07
726.77,27-02-2018,08
507.37,27-02-2018,09
460.38,27-02-2018,10
433.07,27-02-2018,11
426.14,27-02-2018,12
420.82,27-02-2018,13
424.43,27-02-2018,14
454.56,27-02-2018,15
472.03,27-02-2018,16
623.55,27-02-2018,17
736.21,27-02-2018,18
525.24,27-02-2018,19
460.38,27-02-2018,20
411.58,27-02-2018,21
388.79,27-02-2018,22
378.75,27-02-2018,23
382.76,28-02-2018,00
379.94,28-02-2018,01
379.94,28-02-2018,02
381.15,28-02-2018,03
383.56,28-02-2018,04
393.24,28-02-2018,05
453.3,28-02-2018,06
578.27,28-02-2018,07
712.21,28-02-2018,08
693.66,28-02-2018,09
685.7,28-02-2018,10
504.8,28-02-2018,11
453.2,28-02-2018,12
438.09,28-02-2018,13
432.24,28-02-2018,14
431.54,28-02-2018,15
453.1,28-02-2018,16
684.69,28-02-2018,17
734.78,28-02-2018,18
512.66,28-02-2018,19
452.6,28-02-2018,20
418.64,28-02-2018,21
390.22,28-02-2018,22
380.54,28-02-2018,23
398.8,01-03-2018,00
394.05,01-03-2018,01
391.83,01-03-2018,02
393.75,01-03-2018,03
399.6,01-03-2018,04
424.02,01-03-2018,05
627.36,01-03-2018,06
2017.39,01-03-2018,07
2573.41,01-03-2018,08
2068.66,01-03-2018,09
1943.93,01-03-2018,10
1328.08,01-03-2018,11
1089.63,01-03-2018,12
908.49,01-03-2018,13
590.83,01-03-2018,14
626.15,01-03-2018,15
682.45,01-03-2018,16
1207.39,01-03-2018,17
1547.35,01-03-2018,18
1008.49,01-03-2018,19
600.11,01-03-2018,20
516.15,01-03-2018,21
423.72,01-03-2018,22
394.46,01-03-2018,23
404.18,02-03-2018,00
392.56,02-03-2018,01
392.06,02-03-2018,02
393.88,02-03-2018,03
404.79,02-03-2018,04
408.52,02-03-2018,05
444.79,02-03-2018,06
685.02,02-03-2018,07
1202.74,02-03-2018,08
1206.89,02-03-2018,09
1010.4,02-03-2018,10
808.16,02-03-2018,11
611.98,02-03-2018,12
535.1,02-03-2018,13
470.65,02-03-2018,14
442.57,02-03-2018,15
444.39,02-03-2018,16
522.78,02-03-2018,17
767.25,02-03-2018,18
644.1,02-03-2018,19
484.39,02-03-2018,20
442.06,02-03-2018,21
421.15,02-03-2018,22
401.66,02-03-2018,23
424.4,03-03-2018,00
408.26,03-03-2018,01
396.48,03-03-2018,02
401.35,03-03-2018,03
403.69,03-03-2018,04
414.45,03-03-2018,05
431.2,03-03-2018,06
435.56,03-03-2018,07
449.37,03-03-2018,08
515.55,03-03-2018,09
512.91,03-03-2018,10
467.74,03-03-2018,11
437.69,03-03-2018,12
422.37,03-03-2018,13
414.96,03-03-2018,14
410.19,03-03-2018,15
415.87,03-03-2018,16
508.75,03-03-2018,17
605.99,03-03-2018,18
457.89,03-03-2018,19
416.17,03-03-2018,20
408.05,03-03-2018,21
396.48,03-03-2018,22
390.6,03-03-2018,23
410.6,04-03-2018,00
407.04,04-03-2018,01
403.59,04-03-2018,02
402.36,04-03-2018,03
401.55,04-03-2018,04
401.86,04-03-2018,05
405.72,04-03-2018,06
406.84,04-03-2018,07
422.91,04-03-2018,08
423.62,04-03-2018,09
437.05,04-03-2018,10
434.1,04-03-2018,11
424.23,04-03-2018,12
414.67,04-03-2018,13
409.08,04-03-2018,14
401.75,04-03-2018,15
407.35,04-03-2018,16
451.19,04-03-2018,17
484.95,04-03-2018,18
461.15,04-03-2018,19
416.6,04-03-2018,20
403.28,04-03-2018,21
393.62,04-03-2018,22
389.04,04-03-2018,23
385.48,05-03-2018,00
380.7,05-03-2018,01
381.11,05-03-2018,02
384.46,05-03-2018,03
388.02,05-03-2018,04
393.41,05-03-2018,05
455.86,05-03-2018,06
548.62,05-03-2018,07
651.55,05-03-2018,08
637.01,05-03-2018,09
569.78,05-03-2018,10
559.2,05-03-2018,11
498.58,05-03-2018,12
489.33,05-03-2018,13
543.44,05-03-2018,14
547.0,05-03-2018,15
550.86,05-03-2018,16
708.61,05-03-2018,17
845.82,05-03-2018,18
830.06,05-03-2018,19
606.09,05-03-2018,20
506.52,05-03-2018,21
444.37,05-03-2018,22
410.91,05-03-2018,23
395.77,06-03-2018,00
385.61,06-03-2018,01
379.82,06-03-2018,02
373.62,06-03-2018,03
380.12,06-03-2018,04
401.15,06-03-2018,05
464.95,06-03-2018,06
591.82,06-03-2018,07
662.22,06-03-2018,08
660.49,06-03-2018,09
642.82,06-03-2018,10
559.01,06-03-2018,11
532.19,06-03-2018,12
508.63,06-03-2018,13
497.55,06-03-2018,14
495.32,06-03-2018,15
490.04,06-03-2018,16
548.45,06-03-2018,17
601.78,06-03-2018,18
560.84,06-03-2018,19
467.18,06-03-2018,20
437.21,06-03-2018,21
412.22,06-03-2018,22
392.11,06-03-2018,23
388.76,07-03-2018,00
383.97,07-03-2018,01
378.26,07-03-2018,02
376.32,07-03-2018,03
382.74,07-03-2018,04
406.6,07-03-2018,05
460.84,07-03-2018,06
555.76,07-03-2018,07
614.79,07-03-2018,08
597.05,07-03-2018,09
562.59,07-03-2018,10
558.51,07-03-2018,11
512.53,07-03-2018,12
487.55,07-03-2018,13
474.2,07-03-2018,14
476.64,07-03-2018,15
486.53,07-03-2018,16
547.5,07-03-2018,17
621.42,07-03-2018,18
580.13,07-03-2018,19
469.41,07-03-2018,20
430.87,07-03-2018,21
405.68,07-03-2018,22
380.19,07-03-2018,23
382.41,08-03-2018,00
367.26,08-03-2018,01
365.63,08-03-2018,02
364.6,08-03-2018,03
369.31,08-03-2018,04
378.31,08-03-2018,05
414.85,08-03-2018,06
472.76,08-03-2018,07
480.54,08-03-2018,08
459.56,08-03-2018,09
433.88,08-03-2018,10
424.77,08-03-2018,11
418.43,08-03-2018,12
412.8,08-03-2018,13
404.31,08-03-2018,14
403.9,08-03-2018,15
414.54,08-03-2018,16
439.92,08-03-2018,17
487.7,08-03-2018,18
452.4,08-03-2018,19
397.04,08-03-2018,20
386.09,08-03-2018,21
373.71,08-03-2018,22
363.99,08-03-2018,23
365.61,09-03-2018,00
361.11,09-03-2018,01
357.63,09-03-2018,02
357.63,09-03-2018,03
363.36,09-03-2018,04
372.04,09-03-2018,05
389.83,09-03-2018,06
429.08,09-03-2018,07
449.01,09-03-2018,08
428.67,09-03-2018,09
415.89,09-03-2018,10
406.9,09-03-2018,11
393.61,09-03-2018,12
405.98,09-03-2018,13
412.72,09-03-2018,14
417.43,09-03-2018,15
424.78,09-03-2018,16
460.25,09-03-2018,17
552.04,09-03-2018,18
472.41,09-03-2018,19
487.64,09-03-2018,20
423.35,09-03-2018,21
406.39,09-03-2018,22
387.38,09-03-2018,23
385.05,10-03-2018,00
374.47,10-03-2018,01
370.41,10-03-2018,02
366.34,10-03-2018,03
368.68,10-03-2018,04
371.12,10-03-2018,05
373.26,10-03-2018,06
378.64,10-03-2018,07
381.79,10-03-2018,08
385.15,10-03-2018,09
382.81,10-03-2018,10
380.07,10-03-2018,11
376.41,10-03-2018,12
371.93,10-03-2018,13
369.6,10-03-2018,14
369.09,10-03-2018,15
373.66,10-03-2018,16
393.08,10-03-2018,17
419.81,10-03-2018,18
419.61,10-03-2018,19
390.64,10-03-2018,20
373.15,10-03-2018,21
369.8,10-03-2018,22
366.55,10-03-2018,23
369.49,11-03-2018,00
365.02,11-03-2018,01
363.2,11-03-2018,02
363.4,11-03-2018,03
362.49,11-03-2018,04
365.84,11-03-2018,05
368.99,11-03-2018,06
366.95,11-03-2018,07
369.09,11-03-2018,08
371.12,11-03-2018,09
374.37,11-03-2018,10
374.47,11-03-2018,11
370.81,11-03-2018,12
367.87,11-03-2018,13
360.76,11-03-2018,14
360.56,11-03-2018,15
365.84,11-03-2018,16
375.99,11-03-2018,17
380.77,11-03-2018,18
386.56,11-03-2018,19
374.77,11-03-2018,20
366.24,11-03-2018,21
362.69,11-03-2018,22
354.97,11-03-2018,23
348.47,12-03-2018,00
336.18,12-03-2018,01
345.42,12-03-2018,02
355.58,12-03-2018,03
364.01,12-03-2018,04
387.98,12-03-2018,05
422.41,12-03-2018,06
501.43,12-03-2018,07
512.7,12-03-2018,08
507.72,12-03-2018,09
486.6,12-03-2018,10
469.53,12-03-2018,11
457.04,12-03-2018,12
431.45,12-03-2018,13
423.02,12-03-2018,14
423.22,12-03-2018,15
431.55,12-03-2018,16
476.95,12-03-2018,17
510.26,12-03-2018,18
507.22,12-03-2018,19
429.01,12-03-2018,20
403.31,12-03-2018,21
381.88,12-03-2018,22
371.52,12-03-2018,23
379.72,13-03-2018,00
375.55,13-03-2018,01
365.69,13-03-2018,02
362.13,13-03-2018,03
374.03,13-03-2018,04
389.28,13-03-2018,05
412.76,13-03-2018,06
472.34,13-03-2018,07
483.01,13-03-2018,08
478.54,13-03-2018,09
477.32,13-03-2018,10
453.32,13-03-2018,11
465.73,13-03-2018,12
447.02,13-03-2018,13
446.31,13-03-2018,14
430.65,13-03-2018,15
425.47,13-03-2018,16
468.07,13-03-2018,17
517.68,13-03-2018,18
510.26,13-03-2018,19
446.41,13-03-2018,20
426.99,13-03-2018,21
401.17,13-03-2018,22
382.87,13-03-2018,23
376.06,14-03-2018,00
366.31,14-03-2018,01
366.11,14-03-2018,02
366.51,14-03-2018,03
376.87,14-03-2018,04
397.48,14-03-2018,05
459.61,14-03-2018,06
615.25,14-03-2018,07
659.72,14-03-2018,08
629.37,14-03-2018,09
588.65,14-03-2018,10
546.52,14-03-2018,11
503.37,14-03-2018,12
491.9,14-03-2018,13
477.08,14-03-2018,14
483.88,14-03-2018,15
484.99,14-03-2018,16
544.49,14-03-2018,17
637.69,14-03-2018,18
603.88,14-03-2018,19
482.46,14-03-2018,20
415.55,14-03-2018,21
391.69,14-03-2018,22
383.16,14-03-2018,23
385.77,15-03-2018,00
381.71,15-03-2018,01
381.4,15-03-2018,02
386.58,15-03-2018,03
391.46,15-03-2018,04
410.85,15-03-2018,05
422.33,15-03-2018,06
538.9,15-03-2018,07
746.15,15-03-2018,08
722.8,15-03-2018,09
588.96,15-03-2018,10
541.95,15-03-2018,11
510.97,15-03-2018,12
467.31,15-03-2018,13
446.09,15-03-2018,14
446.7,15-03-2018,15
429.23,15-03-2018,16
428.11,15-03-2018,17
445.48,15-03-2018,18
440.4,15-03-2018,19
418.87,15-03-2018,20
414.81,15-03-2018,21
397.85,15-03-2018,22
386.68,15-03-2018,23
381.71,16-03-2018,00
379.49,16-03-2018,01
378.79,16-03-2018,02
379.09,16-03-2018,03
384.54,16-03-2018,04
409.67,16-03-2018,05
427.03,16-03-2018,06
474.37,16-03-2018,07
494.96,16-03-2018,08
472.04,16-03-2018,09
450.95,16-03-2018,10
440.15,16-03-2018,11
428.85,16-03-2018,12
423.09,16-03-2018,13
421.98,16-03-2018,14
415.83,16-03-2018,15
413.3,16-03-2018,16
426.63,16-03-2018,17
443.68,16-03-2018,18
432.48,16-03-2018,19
415.22,16-03-2018,20
399.07,16-03-2018,21
383.93,16-03-2018,22
382.12,16-03-2018,23
389.24,17-03-2018,00
386.31,17-03-2018,01
384.3,17-03-2018,02
382.08,17-03-2018,03
379.86,17-03-2018,04
382.28,17-03-2018,05
382.78,17-03-2018,06
384.5,17-03-2018,07
387.32,17-03-2018,08
390.55,17-03-2018,09
391.76,17-03-2018,10
385.71,17-03-2018,11
381.37,17-03-2018,12
378.95,17-03-2018,13
375.42,17-03-2018,14
370.98,17-03-2018,15
371.49,17-03-2018,16
382.58,17-03-2018,17
398.11,17-03-2018,18
392.87,17-03-2018,19
381.07,17-03-2018,20
378.24,17-03-2018,21
379.55,17-03-2018,22
376.02,17-03-2018,23
380.52,18-03-2018,00
377.4,18-03-2018,01
376.08,18-03-2018,02
376.69,18-03-2018,03
376.59,18-03-2018,04
374.37,18-03-2018,05
361.67,18-03-2018,06
368.52,18-03-2018,07
373.26,18-03-2018,08
380.42,18-03-2018,09
376.89,18-03-2018,10
372.76,18-03-2018,11
365.6,18-03-2018,12
359.25,18-03-2018,13
355.92,18-03-2018,14
354.41,18-03-2018,15
365.7,18-03-2018,16
377.9,18-03-2018,17
407.03,18-03-2018,18
413.88,18-03-2018,19
400.98,18-03-2018,20
383.64,18-03-2018,21
383.64,18-03-2018,22
371.75,18-03-2018,23
343.73,19-03-2018,00
333.14,19-03-2018,01
336.17,19-03-2018,02
345.44,19-03-2018,03
367.11,19-03-2018,04
397.86,19-03-2018,05
439.69,19-03-2018,06
526.28,19-03-2018,07
605.71,19-03-2018,08
525.47,19-03-2018,09
482.93,19-03-2018,10
460.86,19-03-2018,11
462.77,19-03-2018,12
425.78,19-03-2018,13
418.22,19-03-2018,14
414.49,19-03-2018,15
414.99,19-03-2018,16
426.59,19-03-2018,17
473.76,19-03-2018,18
423.16,19-03-2018,19
410.76,19-03-2018,20
403.2,19-03-2018,21
398.36,19-03-2018,22
376.59,19-03-2018,23
383.41,20-03-2018,00
375.95,20-03-2018,01
373.73,20-03-2018,02
368.99,20-03-2018,03
368.99,20-03-2018,04
388.55,20-03-2018,05
420.62,20-03-2018,06
503.72,20-03-2018,07
502.71,20-03-2018,08
437.86,20-03-2018,09
435.14,20-03-2018,10
429.19,20-03-2018,11
424.45,20-03-2018,12
420.72,20-03-2018,13
417.49,20-03-2018,14
415.68,20-03-2018,15
416.38,20-03-2018,16
463.78,20-03-2018,17
574.0,20-03-2018,18
638.95,20-03-2018,19
504.83,20-03-2018,20
463.48,20-03-2018,21
422.13,20-03-2018,22
399.34,20-03-2018,23
397.26,21-03-2018,00
396.05,21-03-2018,01
395.15,21-03-2018,02
392.53,21-03-2018,03
396.15,21-03-2018,04
406.62,21-03-2018,05
429.68,21-03-2018,06
523.81,21-03-2018,07
627.9,21-03-2018,08
578.07,21-03-2018,09
543.84,21-03-2018,10
426.86,21-03-2018,11
422.63,21-03-2018,12
415.28,21-03-2018,13
413.77,21-03-2018,14
415.28,21-03-2018,15
416.19,21-03-2018,16
429.48,21-03-2018,17
462.09,21-03-2018,18
437.73,21-03-2018,19
421.22,21-03-2018,20
415.38,21-03-2018,21
392.43,21-03-2018,22
373.1,21-03-2018,23
366.23,22-03-2018,00
358.87,22-03-2018,01
360.79,22-03-2018,02
363.61,22-03-2018,03
382.16,22-03-2018,04
389.12,22-03-2018,05
401.32,22-03-2018,06
428.04,22-03-2018,07
435.61,22-03-2018,08
426.73,22-03-2018,09
420.99,22-03-2018,10
415.94,22-03-2018,11
412.11,22-03-2018,12
409.59,22-03-2018,13
415.64,22-03-2018,14
433.49,22-03-2018,15
426.83,22-03-2018,16
524.34,22-03-2018,17
708.47,22-03-2018,18
524.85,22-03-2018,19
484.41,22-03-2018,20
436.31,22-03-2018,21
423.51,22-03-2018,22
417.76,22-03-2018,23
418.2,23-03-2018,00
415.47,23-03-2018,01
413.75,23-03-2018,02
409.11,23-03-2018,03
409.71,23-03-2018,04
432.24,23-03-2018,05
525.91,23-03-2018,06
663.02,23-03-2018,07
711.52,23-03-2018,08
664.03,23-03-2018,09
610.28,23-03-2018,10
573.09,23-03-2018,11
485.59,23-03-2018,12
445.78,23-03-2018,13
433.96,23-03-2018,14
429.31,23-03-2018,15
429.21,23-03-2018,16
438.81,23-03-2018,17
457.81,23-03-2018,18
441.24,23-03-2018,19
423.35,23-03-2018,20
416.18,23-03-2018,21
409.01,23-03-2018,22
400.22,23-03-2018,23
410.77,24-03-2018,00
398.62,24-03-2018,01
388.41,24-03-2018,02
382.6,24-03-2018,03
389.33,24-03-2018,04
391.48,24-03-2018,05
396.68,24-03-2018,06
410.16,24-03-2018,07
424.45,24-03-2018,08
423.63,24-03-2018,09
415.16,24-03-2018,10
409.85,24-03-2018,11
405.46,24-03-2018,12
400.46,24-03-2018,13
400.36,24-03-2018,14
402.5,24-03-2018,15
413.93,24-03-2018,16
433.02,24-03-2018,17
450.48,24-03-2018,18
447.11,24-03-2018,19
432.1,24-03-2018,20
428.12,24-03-2018,21
411.28,24-03-2018,22
388.62,24-03-2018,23
391.99,25-03-2018,00
386.8,25-03-2018,01
0.0,25-03-2018,02
385.18,25-03-2018,03
379.38,25-03-2018,04
381.72,25-03-2018,05
386.6,25-03-2018,06
393.52,25-03-2018,07
403.39,25-03-2018,08
416.42,25-03-2018,09
417.44,25-03-2018,10
415.4,25-03-2018,11
409.91,25-03-2018,12
403.6,25-03-2018,13
398.0,25-03-2018,14
393.01,25-03-2018,15
389.25,25-03-2018,16
396.47,25-03-2018,17
416.42,25-03-2018,18
442.78,25-03-2018,19
438.3,25-03-2018,20
427.41,25-03-2018,21
418.35,25-03-2018,22
402.37,25-03-2018,23
410.72,26-03-2018,00
402.27,26-03-2018,01
396.07,26-03-2018,02
386.8,26-03-2018,03
400.34,26-03-2018,04
423.85,26-03-2018,05
466.99,26-03-2018,06
525.1,26-03-2018,07
649.36,26-03-2018,08
687.82,26-03-2018,09
589.52,26-03-2018,10
558.48,26-03-2018,11
528.87,26-03-2018,12
514.32,26-03-2018,13
487.65,26-03-2018,14
461.4,26-03-2018,15
448.07,26-03-2018,16
458.85,26-03-2018,17
504.24,26-03-2018,18
544.23,26-03-2018,19
489.08,26-03-2018,20
461.4,26-03-2018,21
444.1,26-03-2018,22
428.43,26-03-2018,23
431.36,27-03-2018,00
408.47,27-03-2018,01
404.4,27-03-2018,02
402.16,27-03-2018,03
405.52,27-03-2018,04
425.56,27-03-2018,05
464.12,27-03-2018,06
558.73,27-03-2018,07
686.51,27-03-2018,08
617.43,27-03-2018,09
569.51,27-03-2018,10
532.89,27-03-2018,11
483.55,27-03-2018,12
457.4,27-03-2018,13
449.47,27-03-2018,14
447.53,27-03-2018,15
446.21,27-03-2018,16
449.57,27-03-2018,17
452.11,27-03-2018,18
462.79,27-03-2018,19
450.08,27-03-2018,20
435.43,27-03-2018,21
418.13,27-03-2018,22
404.8,27-03-2018,23
423.29,28-03-2018,00
423.39,28-03-2018,01
422.47,28-03-2018,02
424.82,28-03-2018,03
425.53,28-03-2018,04
443.91,28-03-2018,05
465.66,28-03-2018,06
550.8,28-03-2018,07
687.41,28-03-2018,08
610.94,28-03-2018,09
561.42,28-03-2018,10
497.92,28-03-2018,11
472.29,28-03-2018,12
460.75,28-03-2018,13
459.43,28-03-2018,14
449.93,28-03-2018,15
443.7,28-03-2018,16
449.22,28-03-2018,17
458.71,28-03-2018,18
479.74,28-03-2018,19
465.14,28-03-2018,20
442.58,28-03-2018,21
416.65,28-03-2018,22
402.87,28-03-2018,23
403.94,29-03-2018,00
400.75,29-03-2018,01
394.89,29-03-2018,02
400.03,29-03-2018,03
402.19,29-03-2018,04
406.92,29-03-2018,05
409.18,29-03-2018,06
435.5,29-03-2018,07
448.25,29-03-2018,08
445.58,29-03-2018,09
430.36,29-03-2018,10
420.8,29-03-2018,11
416.59,29-03-2018,12
410.42,29-03-2018,13
406.72,29-03-2018,14
407.44,29-03-2018,15
409.7,29-03-2018,16
425.02,29-03-2018,17
433.04,29-03-2018,18
448.35,29-03-2018,19
438.28,29-03-2018,20
436.74,29-03-2018,21
432.62,29-03-2018,22
420.18,29-03-2018,23
412.51,30-03-2018,00
408.07,30-03-2018,01
404.76,30-03-2018,02
405.38,30-03-2018,03
406.52,30-03-2018,04
412.1,30-03-2018,05
412.92,30-03-2018,06
428.63,30-03-2018,07
449.81,30-03-2018,08
446.09,30-03-2018,09
440.1,30-03-2018,10
431.01,30-03-2018,11
422.84,30-03-2018,12
416.75,30-03-2018,13
414.99,30-03-2018,14
414.47,30-03-2018,15
416.75,30-03-2018,16
424.08,30-03-2018,17
432.14,30-03-2018,18
441.34,30-03-2018,19
438.14,30-03-2018,20
436.38,30-03-2018,21
422.33,30-03-2018,22
408.17,30-03-2018,23
413.13,31-03-2018,00
414.06,31-03-2018,01
412.72,31-03-2018,02
413.34,31-03-2018,03
414.37,31-03-2018,04
