price,date,hour
412.51,31-03-2018,05
410.03,31-03-2018,06
411.06,31-03-2018,07
418.71,31-03-2018,08
420.98,31-03-2018,09
420.05,31-03-2018,10
415.4,31-03-2018,11
413.34,31-03-2018,12
410.96,31-03-2018,13
407.65,31-03-2018,14
405.79,31-03-2018,15
404.45,31-03-2018,16
406.52,31-03-2018,17
413.85,31-03-2018,18
420.78,31-03-2018,19
420.98,31-03-2018,20
415.82,31-03-2018,21
413.13,31-03-2018,22
408.79,31-03-2018,23
411.27,01-04-2018,00
408.89,01-04-2018,01
407.65,01-04-2018,02
407.45,01-04-2018,03
408.48,01-04-2018,04
406.41,01-04-2018,05
408.27,01-04-2018,06
407.03,01-04-2018,07
409.41,01-04-2018,08
409.31,01-04-2018,09
408.38,01-04-2018,10
404.76,01-04-2018,11
401.56,01-04-2018,12
397.63,01-04-2018,13
394.22,01-04-2018,14
392.98,01-04-2018,15
394.01,01-04-2018,16
398.77,01-04-2018,17
405.28,01-04-2018,18
409.62,01-04-2018,19
413.34,01-04-2018,20
412.2,01-04-2018,21
411.37,01-04-2018,22
405.28,01-04-2018,23
398.66,02-04-2018,00
392.36,02-04-2018,01
383.78,02-04-2018,02
382.96,02-04-2018,03
389.78,02-04-2018,04
404.24,02-04-2018,05
412.92,02-04-2018,06
409.41,02-04-2018,07
416.75,02-04-2018,08
419.12,02-04-2018,09
419.85,02-04-2018,10
416.64,02-04-2018,11
412.41,02-04-2018,12
408.38,02-04-2018,13
400.83,02-04-2018,14
399.08,02-04-2018,15
403.83,02-04-2018,16
408.48,02-04-2018,17
414.47,02-04-2018,18
422.43,02-04-2018,19
424.6,02-04-2018,20
422.84,02-04-2018,21
412.92,02-04-2018,22
405.28,02-04-2018,23
414.06,03-04-2018,00
406.41,03-04-2018,01
403.11,03-04-2018,02
403.42,03-04-2018,03
406.21,03-04-2018,04
418.71,03-04-2018,05
441.44,03-04-2018,06
477.2,03-04-2018,07
521.42,03-04-2018,08
514.91,03-04-2018,09
512.95,03-04-2018,10
472.03,03-04-2018,11
465.21,03-04-2018,12
462.32,03-04-2018,13
454.26,03-04-2018,14
447.23,03-04-2018,15
446.61,03-04-2018,16
460.25,03-04-2018,17
491.15,03-04-2018,18
516.15,03-04-2018,19
494.45,03-04-2018,20
442.99,03-04-2018,21
418.5,03-04-2018,22
404.35,03-04-2018,23
404.77,04-04-2018,00
396.53,04-04-2018,01
399.0,04-04-2018,02
400.96,04-04-2018,03
399.93,04-04-2018,04
412.7,04-04-2018,05
440.19,04-04-2018,06
499.4,04-04-2018,07
571.58,04-04-2018,08
502.08,04-04-2018,09
463.36,04-04-2018,10
462.33,04-04-2018,11
444.93,04-04-2018,12
438.44,04-04-2018,13
425.47,04-04-2018,14
422.48,04-04-2018,15
423.72,04-04-2018,16
427.22,04-04-2018,17
436.59,04-04-2018,18
440.6,04-04-2018,19
450.39,04-04-2018,20
438.03,04-04-2018,21
412.6,04-04-2018,22
390.77,04-04-2018,23
406.6,05-04-2018,00
401.34,05-04-2018,01
400.51,05-04-2018,02
403.51,05-04-2018,03
402.16,05-04-2018,04
415.27,05-04-2018,05
436.02,05-04-2018,06
491.76,05-04-2018,07
539.66,05-04-2018,08
536.56,05-04-2018,09
495.27,05-04-2018,10
480.31,05-04-2018,11
454.81,05-04-2018,12
446.76,05-04-2018,13
437.88,05-04-2018,14
436.54,05-04-2018,15
438.09,05-04-2018,16
438.71,05-04-2018,17
440.25,05-04-2018,18
440.87,05-04-2018,19
439.22,05-04-2018,20
425.29,05-04-2018,21
411.87,05-04-2018,22
380.59,05-04-2018,23
376.4,06-04-2018,00
360.96,06-04-2018,01
349.83,06-04-2018,02
344.48,06-04-2018,03
347.26,06-04-2018,04
402.05,06-04-2018,05
426.25,06-04-2018,06
470.01,06-04-2018,07
508.02,06-04-2018,08
452.92,06-04-2018,09
431.91,06-04-2018,10
420.89,06-04-2018,11
416.05,06-04-2018,12
412.76,06-04-2018,13
406.58,06-04-2018,14
405.44,06-04-2018,15
409.36,06-04-2018,16
414.2,06-04-2018,17
417.39,06-04-2018,18
426.45,06-04-2018,19
422.02,06-04-2018,20
417.39,06-04-2018,21
408.33,06-04-2018,22
386.6,06-04-2018,23
402.28,07-04-2018,00
395.49,07-04-2018,01
393.84,07-04-2018,02
392.3,07-04-2018,03
396.1,07-04-2018,04
399.5,07-04-2018,05
398.68,07-04-2018,06
402.38,07-04-2018,07
421.41,07-04-2018,08
429.54,07-04-2018,09
430.16,07-04-2018,10
421.0,07-04-2018,11
412.15,07-04-2018,12
405.67,07-04-2018,13
401.25,07-04-2018,14
398.47,07-04-2018,15
395.59,07-04-2018,16
400.53,07-04-2018,17
406.49,07-04-2018,18
416.17,07-04-2018,19
416.47,07-04-2018,20
402.17,07-04-2018,21
391.68,07-04-2018,22
399.4,07-04-2018,23
403.06,08-04-2018,00
401.31,08-04-2018,01
401.11,08-04-2018,02
401.73,08-04-2018,03
402.86,08-04-2018,04
404.4,08-04-2018,05
401.21,08-04-2018,06
400.08,08-04-2018,07
405.84,08-04-2018,08
409.96,08-04-2018,09
412.33,08-04-2018,10
410.17,08-04-2018,11
406.57,08-04-2018,12
402.76,08-04-2018,13
400.29,08-04-2018,14
399.46,08-04-2018,15
399.98,08-04-2018,16
402.24,08-04-2018,17
406.26,08-04-2018,18
419.23,08-04-2018,19
435.08,08-04-2018,20
429.11,08-04-2018,21
410.79,08-04-2018,22
399.46,08-04-2018,23
397.09,09-04-2018,00
391.23,09-04-2018,01
390.61,09-04-2018,02
390.92,09-04-2018,03
402.55,09-04-2018,04
410.99,09-04-2018,05
437.14,09-04-2018,06
515.18,09-04-2018,07
629.46,09-04-2018,08
535.46,09-04-2018,09
491.81,09-04-2018,10
461.03,09-04-2018,11
442.08,09-04-2018,12
437.55,09-04-2018,13
427.36,09-04-2018,14
425.71,09-04-2018,15
431.99,09-04-2018,16
449.7,09-04-2018,17
462.37,09-04-2018,18
465.97,09-04-2018,19
449.5,09-04-2018,20
424.79,09-04-2018,21
408.01,09-04-2018,22
394.93,09-04-2018,23
396.05,10-04-2018,00
381.53,10-04-2018,01
381.43,10-04-2018,02
381.63,10-04-2018,03
389.15,10-04-2018,04
402.65,10-04-2018,05
426.13,10-04-2018,06
456.52,10-04-2018,07
471.14,10-04-2018,08
453.33,10-04-2018,09
445.6,10-04-2018,10
432.41,10-04-2018,11
432.62,10-04-2018,12
429.22,10-04-2018,13
423.04,10-04-2018,14
420.47,10-04-2018,15
421.29,10-04-2018,16
423.14,10-04-2018,17
425.1,10-04-2018,18
425.0,10-04-2018,19
423.97,10-04-2018,20
417.69,10-04-2018,21
406.05,10-04-2018,22
390.8,10-04-2018,23
398.36,11-04-2018,00
392.7,11-04-2018,01
391.16,11-04-2018,02
394.14,11-04-2018,03
395.58,11-04-2018,04
407.94,11-04-2018,05
419.06,11-04-2018,06
458.91,11-04-2018,07
480.73,11-04-2018,08
460.14,11-04-2018,09
448.4,11-04-2018,10
433.78,11-04-2018,11
425.24,11-04-2018,12
425.75,11-04-2018,13
418.65,11-04-2018,14
418.24,11-04-2018,15
421.02,11-04-2018,16
421.63,11-04-2018,17
424.31,11-04-2018,18
428.02,11-04-2018,19
429.15,11-04-2018,20
423.07,11-04-2018,21
413.91,11-04-2018,22
404.85,11-04-2018,23
407.54,12-04-2018,00
405.17,12-04-2018,01
404.56,12-04-2018,02
405.17,12-04-2018,03
406.2,12-04-2018,04
408.77,12-04-2018,05
422.14,12-04-2018,06
459.97,12-04-2018,07
513.95,12-04-2018,08
451.13,12-04-2018,09
431.6,12-04-2018,10
422.34,12-04-2018,11
418.64,12-04-2018,12
415.87,12-04-2018,13
407.13,12-04-2018,14
406.2,12-04-2018,15
406.72,12-04-2018,16
407.44,12-04-2018,17
407.74,12-04-2018,18
412.37,12-04-2018,19
409.6,12-04-2018,20
406.51,12-04-2018,21
404.25,12-04-2018,22
400.24,12-04-2018,23
401.74,13-04-2018,00
398.31,13-04-2018,01
397.79,13-04-2018,02
399.97,13-04-2018,03
399.97,13-04-2018,04
406.51,13-04-2018,05
423.75,13-04-2018,06
455.32,13-04-2018,07
483.14,13-04-2018,08
467.88,13-04-2018,09
435.38,13-04-2018,10
420.32,13-04-2018,11
411.81,13-04-2018,12
406.62,13-04-2018,13
405.06,13-04-2018,14
400.18,13-04-2018,15
404.54,13-04-2018,16
409.84,13-04-2018,17
411.19,13-04-2018,18
411.81,13-04-2018,19
409.94,13-04-2018,20
409.21,13-04-2018,21
405.06,13-04-2018,22
391.67,13-04-2018,23
328.82,14-04-2018,00
303.46,14-04-2018,01
301.38,14-04-2018,02
310.94,14-04-2018,03
349.92,14-04-2018,04
340.87,14-04-2018,05
383.8,14-04-2018,06
404.37,14-04-2018,07
413.0,14-04-2018,08
414.87,14-04-2018,09
414.35,14-04-2018,10
413.31,14-04-2018,11
410.19,14-04-2018,12
406.76,14-04-2018,13
404.89,14-04-2018,14
403.96,14-04-2018,15
405.93,14-04-2018,16
408.84,14-04-2018,17
416.22,14-04-2018,18
425.57,14-04-2018,19
426.4,14-04-2018,20
427.55,14-04-2018,21
425.57,14-04-2018,22
415.6,14-04-2018,23
412.2,15-04-2018,00
409.49,15-04-2018,01
406.05,15-04-2018,02
405.42,15-04-2018,03
406.57,15-04-2018,04
406.15,15-04-2018,05
407.51,15-04-2018,06
411.88,15-04-2018,07
415.22,15-04-2018,08
418.13,15-04-2018,09
422.72,15-04-2018,10
420.22,15-04-2018,11
415.63,15-04-2018,12
411.57,15-04-2018,13
410.32,15-04-2018,14
409.8,15-04-2018,15
410.42,15-04-2018,16
413.03,15-04-2018,17
414.28,15-04-2018,18
428.97,15-04-2018,19
442.72,15-04-2018,20
434.81,15-04-2018,21
420.11,15-04-2018,22
408.24,15-04-2018,23
403.76,16-04-2018,00
398.86,16-04-2018,01
397.61,16-04-2018,02
399.69,16-04-2018,03
406.67,16-04-2018,04
426.89,16-04-2018,05
486.07,16-04-2018,06
584.53,16-04-2018,07
677.16,16-04-2018,08
614.44,16-04-2018,09
580.78,16-04-2018,10
551.92,16-04-2018,11
539.83,16-04-2018,12
520.87,16-04-2018,13
482.42,16-04-2018,14
477.11,16-04-2018,15
466.9,16-04-2018,16
476.59,16-04-2018,17
505.24,16-04-2018,18
550.57,16-04-2018,19
573.07,16-04-2018,20
500.97,16-04-2018,21
458.25,16-04-2018,22
432.93,16-04-2018,23
417.73,17-04-2018,00
413.05,17-04-2018,01
409.93,17-04-2018,02
407.02,17-04-2018,03
407.54,17-04-2018,04
413.57,17-04-2018,05
469.43,17-04-2018,06
570.85,17-04-2018,07
582.5,17-04-2018,08
540.16,17-04-2018,09
501.88,17-04-2018,10
479.0,17-04-2018,11
467.24,17-04-2018,12
444.67,17-04-2018,13
420.02,17-04-2018,14
415.76,17-04-2018,15
426.26,17-04-2018,16
454.03,17-04-2018,17
510.62,17-04-2018,18
520.92,17-04-2018,19
460.9,17-04-2018,20
443.84,17-04-2018,21
432.61,17-04-2018,22
414.3,17-04-2018,23
402.62,18-04-2018,00
393.86,18-04-2018,01
385.74,18-04-2018,02
380.74,18-04-2018,03
379.49,18-04-2018,04
397.62,18-04-2018,05
440.86,18-04-2018,06
539.12,18-04-2018,07
577.56,18-04-2018,08
489.73,18-04-2018,09
458.78,18-04-2018,10
440.54,18-04-2018,11
434.61,18-04-2018,12
426.06,18-04-2018,13
413.97,18-04-2018,14
413.25,18-04-2018,15
419.71,18-04-2018,16
427.31,18-04-2018,17
446.07,18-04-2018,18
450.76,18-04-2018,19
446.59,18-04-2018,20
439.5,18-04-2018,21
427.83,18-04-2018,22
396.78,18-04-2018,23
372.52,19-04-2018,00
354.41,19-04-2018,01
347.54,19-04-2018,02
350.67,19-04-2018,03
352.95,19-04-2018,04
379.38,19-04-2018,05
422.15,19-04-2018,06
512.99,19-04-2018,07
519.86,19-04-2018,08
480.63,19-04-2018,09
447.44,19-04-2018,10
434.22,19-04-2018,11
415.39,19-04-2018,12
412.68,19-04-2018,13
403.01,19-04-2018,14
401.96,19-04-2018,15
410.18,19-04-2018,16
428.81,19-04-2018,17
435.47,19-04-2018,18
441.19,19-04-2018,19
423.92,19-04-2018,20
411.64,19-04-2018,21
395.51,19-04-2018,22
360.34,19-04-2018,23
358.37,20-04-2018,00
333.99,20-04-2018,01
323.93,20-04-2018,02
325.49,20-04-2018,03
332.54,20-04-2018,04
364.9,20-04-2018,05
415.62,20-04-2018,06
497.36,20-04-2018,07
507.52,20-04-2018,08
476.3,20-04-2018,09
446.22,20-04-2018,10
425.27,20-04-2018,11
392.7,20-04-2018,12
382.22,20-04-2018,13
372.06,20-04-2018,14
363.35,20-04-2018,15
370.92,20-04-2018,16
385.75,20-04-2018,17
397.57,20-04-2018,18
396.33,20-04-2018,19
392.39,20-04-2018,20
386.27,20-04-2018,21
376.31,20-04-2018,22
322.27,20-04-2018,23
306.23,21-04-2018,00
291.07,21-04-2018,01
286.3,21-04-2018,02
281.01,21-04-2018,03
286.41,21-04-2018,04
306.23,21-04-2018,05
332.69,21-04-2018,06
353.86,21-04-2018,07
362.57,21-04-2018,08
352.09,21-04-2018,09
352.3,21-04-2018,10
343.58,21-04-2018,11
320.96,21-04-2018,12
303.84,21-04-2018,13
249.15,21-04-2018,14
259.01,21-04-2018,15
291.18,21-04-2018,16
321.27,21-04-2018,17
356.87,21-04-2018,18
374.51,21-04-2018,19
378.45,21-04-2018,20
377.1,21-04-2018,21
374.3,21-04-2018,22
363.2,21-04-2018,23
354.02,22-04-2018,00
325.15,22-04-2018,01
307.81,22-04-2018,02
321.0,22-04-2018,03
331.39,22-04-2018,04
344.26,22-04-2018,05
353.61,22-04-2018,06
371.68,22-04-2018,07
378.22,22-04-2018,08
383.62,22-04-2018,09
384.25,22-04-2018,10
383.93,22-04-2018,11
378.95,22-04-2018,12
373.86,22-04-2018,13
369.81,22-04-2018,14
372.09,22-04-2018,15
374.79,22-04-2018,16
380.3,22-04-2018,17
382.38,22-04-2018,18
382.89,22-04-2018,19
383.83,22-04-2018,20
375.31,22-04-2018,21
358.07,22-04-2018,22
343.74,22-04-2018,23
314.15,23-04-2018,00
259.52,23-04-2018,01
258.9,23-04-2018,02
258.27,23-04-2018,03
259.11,23-04-2018,04
355.89,23-04-2018,05
386.43,23-04-2018,06
405.43,23-04-2018,07
429.73,23-04-2018,08
414.67,23-04-2018,09
404.91,23-04-2018,10
394.53,23-04-2018,11
384.14,23-04-2018,12
381.75,23-04-2018,13
377.7,23-04-2018,14
375.73,23-04-2018,15
373.76,23-04-2018,16
376.56,23-04-2018,17
387.15,23-04-2018,18
392.45,23-04-2018,19
388.81,23-04-2018,20
384.25,23-04-2018,21
373.76,23-04-2018,22
286.31,23-04-2018,23
291.07,24-04-2018,00
280.28,24-04-2018,01
280.28,24-04-2018,02
250.29,24-04-2018,03
242.82,24-04-2018,04
312.35,24-04-2018,05
377.41,24-04-2018,06
395.16,24-04-2018,07
397.85,24-04-2018,08
389.66,24-04-2018,09
383.02,24-04-2018,10
381.25,24-04-2018,11
378.66,24-04-2018,12
375.96,24-04-2018,13
369.21,24-04-2018,14
367.14,24-04-2018,15
371.91,24-04-2018,16
377.41,24-04-2018,17
380.11,24-04-2018,18
384.16,24-04-2018,19
382.7,24-04-2018,20
379.07,24-04-2018,21
374.71,24-04-2018,22
277.79,24-04-2018,23
368.22,25-04-2018,00
354.51,25-04-2018,01
339.45,25-04-2018,02
335.82,25-04-2018,03
336.75,25-04-2018,04
363.34,25-04-2018,05
391.48,25-04-2018,06
413.08,25-04-2018,07
424.81,25-04-2018,08
415.78,25-04-2018,09
411.73,25-04-2018,10
406.43,25-04-2018,11
395.84,25-04-2018,12
392.1,25-04-2018,13
387.95,25-04-2018,14
383.38,25-04-2018,15
381.09,25-04-2018,16
382.55,25-04-2018,17
384.93,25-04-2018,18
396.88,25-04-2018,19
401.03,25-04-2018,20
392.83,25-04-2018,21
378.7,25-04-2018,22
346.1,25-04-2018,23
356.74,26-04-2018,00
313.4,26-04-2018,01
317.57,26-04-2018,02
337.36,26-04-2018,03
339.86,26-04-2018,04
359.45,26-04-2018,05
385.81,26-04-2018,06
414.36,26-04-2018,07
450.62,26-04-2018,08
406.96,26-04-2018,09
399.46,26-04-2018,10
396.44,26-04-2018,11
392.06,26-04-2018,12
389.25,26-04-2018,13
386.23,26-04-2018,14
382.89,26-04-2018,15
380.19,26-04-2018,16
376.33,26-04-2018,17
382.58,26-04-2018,18
391.13,26-04-2018,19
395.19,26-04-2018,20
397.69,26-04-2018,21
390.6,26-04-2018,22
372.37,26-04-2018,23
366.3,27-04-2018,00
345.61,27-04-2018,01
338.92,27-04-2018,02
349.06,27-04-2018,03
355.23,27-04-2018,04
371.53,27-04-2018,05
395.88,27-04-2018,06
417.41,27-04-2018,07
432.46,27-04-2018,08
428.9,27-04-2018,09
419.5,27-04-2018,10
406.44,27-04-2018,11
393.58,27-04-2018,12
381.25,27-04-2018,13
378.32,27-04-2018,14
379.05,27-04-2018,15
383.76,27-04-2018,16
390.86,27-04-2018,17
394.63,27-04-2018,18
395.15,27-04-2018,19
395.46,27-04-2018,20
396.51,27-04-2018,21
392.95,27-04-2018,22
376.23,27-04-2018,23
377.95,28-04-2018,00
361.11,28-04-2018,01
350.27,28-04-2018,02
349.01,28-04-2018,03
344.28,28-04-2018,04
342.49,28-04-2018,05
366.58,28-04-2018,06
379.0,28-04-2018,07
384.68,28-04-2018,08
391.2,28-04-2018,09
389.52,28-04-2018,10
386.57,28-04-2018,11
378.58,28-04-2018,12
373.74,28-04-2018,13
368.06,28-04-2018,14
365.74,28-04-2018,15
367.85,28-04-2018,16
381.21,28-04-2018,17
389.94,28-04-2018,18
443.71,28-04-2018,19
442.03,28-04-2018,20
399.1,28-04-2018,21
388.89,28-04-2018,22
378.37,28-04-2018,23
377.95,29-04-2018,00
366.29,29-04-2018,01
363.25,29-04-2018,02
357.26,29-04-2018,03
356.63,29-04-2018,04
352.95,29-04-2018,05
362.09,29-04-2018,06
365.77,29-04-2018,07
374.07,29-04-2018,08
377.85,29-04-2018,09
378.48,29-04-2018,10
377.85,29-04-2018,11
374.38,29-04-2018,12
371.02,29-04-2018,13
367.55,29-04-2018,14
361.88,29-04-2018,15
363.67,29-04-2018,16
370.07,29-04-2018,17
373.96,29-04-2018,18
371.12,29-04-2018,19
370.91,29-04-2018,20
375.43,29-04-2018,21
370.81,29-04-2018,22
350.75,29-04-2018,23
335.41,30-04-2018,00
318.92,30-04-2018,01
263.56,30-04-2018,02
222.8,30-04-2018,03
251.27,30-04-2018,04
325.74,30-04-2018,05
356.31,30-04-2018,06
361.99,30-04-2018,07
374.38,30-04-2018,08
367.76,30-04-2018,09
364.61,30-04-2018,10
358.2,30-04-2018,11
356.63,30-04-2018,12
351.17,30-04-2018,13
346.33,30-04-2018,14
317.34,30-04-2018,15
316.08,30-04-2018,16
325.53,30-04-2018,17
325.53,30-04-2018,18
355.16,30-04-2018,19
361.67,30-04-2018,20
351.8,30-04-2018,21
347.59,30-04-2018,22
323.33,30-04-2018,23
198.68,01-05-2018,00
115.47,01-05-2018,01
88.47,01-05-2018,02
61.78,01-05-2018,03
47.28,01-05-2018,04
42.76,01-05-2018,05
51.59,01-05-2018,06
157.39,01-05-2018,07
255.73,01-05-2018,08
304.59,01-05-2018,09
326.02,01-05-2018,10
301.22,01-05-2018,11
267.71,01-05-2018,12
230.41,01-05-2018,13
230.2,01-05-2018,14
251.53,01-05-2018,15
275.69,01-05-2018,16
318.56,01-05-2018,17
325.81,01-05-2018,18
308.58,01-05-2018,19
303.12,01-05-2018,20
325.49,01-05-2018,21
336.42,01-05-2018,22
293.45,01-05-2018,23
266.17,02-05-2018,00
225.81,02-05-2018,01
299.31,02-05-2018,02
293.99,02-05-2018,03
321.08,02-05-2018,04
382.68,02-05-2018,05
402.76,02-05-2018,06
422.83,02-05-2018,07
430.16,02-05-2018,08
427.5,02-05-2018,09
424.32,02-05-2018,10
414.44,02-05-2018,11
404.67,02-05-2018,12
399.57,02-05-2018,13
398.83,02-05-2018,14
398.72,02-05-2018,15
400.31,02-05-2018,16
403.5,02-05-2018,17
404.35,02-05-2018,18
404.56,02-05-2018,19
404.67,02-05-2018,20
404.14,02-05-2018,21
399.25,02-05-2018,22
382.68,02-05-2018,23
364.21,03-05-2018,00
341.76,03-05-2018,01
331.55,03-05-2018,02
324.84,03-05-2018,03
342.82,03-05-2018,04
373.79,03-05-2018,05
400.49,03-05-2018,06
412.09,03-05-2018,07
418.9,03-05-2018,08
413.9,03-05-2018,09
412.09,03-05-2018,10
409.43,03-05-2018,11
403.79,03-05-2018,12
397.62,03-05-2018,13
394.64,03-05-2018,14
387.94,03-05-2018,15
388.26,03-05-2018,16
398.9,03-05-2018,17
403.47,03-05-2018,18
403.69,03-05-2018,19
400.07,03-05-2018,20
397.51,03-05-2018,21
396.66,03-05-2018,22
372.4,03-05-2018,23
317.92,04-05-2018,00
276.27,04-05-2018,01
275.74,04-05-2018,02
302.44,04-05-2018,03
318.76,04-05-2018,04
382.77,04-05-2018,05
402.69,04-05-2018,06
493.94,04-05-2018,07
560.91,04-05-2018,08
587.83,04-05-2018,09
587.83,04-05-2018,10
599.27,04-05-2018,11
407.04,04-05-2018,12
401.32,04-05-2018,13
393.16,04-05-2018,14
384.47,04-05-2018,15
391.14,04-05-2018,16
399.83,04-05-2018,17
401.53,04-05-2018,18
401.21,04-05-2018,19
395.91,04-05-2018,20
394.11,04-05-2018,21
390.08,04-05-2018,22
359.88,04-05-2018,23
354.31,05-05-2018,00
317.75,05-05-2018,01
296.19,05-05-2018,02
274.53,05-05-2018,03
269.67,05-05-2018,04
285.52,05-05-2018,05
324.83,05-05-2018,06
368.79,05-05-2018,07
375.23,05-05-2018,08
376.71,05-05-2018,09
374.71,05-05-2018,10
369.53,05-05-2018,11
349.24,05-05-2018,12
336.14,05-05-2018,13
331.59,05-05-2018,14
328.63,05-05-2018,15
338.04,05-05-2018,16
348.61,05-05-2018,17
369.21,05-05-2018,18
370.37,05-05-2018,19
368.89,05-05-2018,20
360.12,05-05-2018,21
332.65,05-05-2018,22
219.79,05-05-2018,23
219.91,06-05-2018,00
228.14,06-05-2018,01
158.35,06-05-2018,02
53.34,06-05-2018,03
45.96,06-05-2018,04
44.49,06-05-2018,05
50.08,06-05-2018,06
158.03,06-05-2018,07
222.44,06-05-2018,08
281.27,06-05-2018,09
273.89,06-05-2018,10
224.55,06-05-2018,11
219.81,06-05-2018,12
192.5,06-05-2018,13
164.46,06-05-2018,14
149.28,06-05-2018,15
219.6,06-05-2018,16
264.51,06-05-2018,17
320.7,06-05-2018,18
348.53,06-05-2018,19
353.48,06-05-2018,20
352.64,06-05-2018,21
321.12,06-05-2018,22
220.12,06-05-2018,23
50.18,07-05-2018,00
47.97,07-05-2018,01
50.18,07-05-2018,02
46.6,07-05-2018,03
42.8,07-05-2018,04
278.84,07-05-2018,05
360.55,07-05-2018,06
387.01,07-05-2018,07
394.6,07-05-2018,08
391.65,07-05-2018,09
387.32,07-05-2018,10
357.07,07-05-2018,11
350.22,07-05-2018,12
345.05,07-05-2018,13
300.03,07-05-2018,14
220.23,07-05-2018,15
200.41,07-05-2018,16
327.44,07-05-2018,17
354.22,07-05-2018,18
358.54,07-05-2018,19
339.46,07-05-2018,20
341.25,07-05-2018,21
157.61,07-05-2018,22
44.91,07-05-2018,23
43.43,08-05-2018,00
73.23,08-05-2018,01
70.9,08-05-2018,02
91.4,08-05-2018,03
52.41,08-05-2018,04
277.91,08-05-2018,05
350.61,08-05-2018,06
385.06,08-05-2018,07
387.7,08-05-2018,08
376.4,08-05-2018,09
368.05,08-05-2018,10
360.65,08-05-2018,11
343.32,08-05-2018,12
309.08,08-05-2018,13
220.11,08-05-2018,14
218.84,08-05-2018,15
234.16,08-05-2018,16
286.68,08-05-2018,17
347.76,08-05-2018,18
337.83,08-05-2018,19
347.13,08-05-2018,20
350.08,08-05-2018,21
254.66,08-05-2018,22
42.27,08-05-2018,23
18.54,09-05-2018,00
16.65,09-05-2018,01
17.28,09-05-2018,02
18.33,09-05-2018,03
20.21,09-05-2018,04
38.02,09-05-2018,05
99.5,09-05-2018,06
351.27,09-05-2018,07
370.13,09-05-2018,08
361.64,09-05-2018,09
353.58,09-05-2018,10
341.74,09-05-2018,11
336.72,09-05-2018,12
302.57,09-05-2018,13
283.83,09-05-2018,14
248.95,09-05-2018,15
103.37,09-05-2018,16
105.47,09-05-2018,17
97.51,09-05-2018,18
107.67,09-05-2018,19
112.59,09-05-2018,20
234.6,09-05-2018,21
75.3,09-05-2018,22
39.27,09-05-2018,23
29.98,10-05-2018,00
23.24,10-05-2018,01
24.28,10-05-2018,02
25.11,10-05-2018,03
22.82,10-05-2018,04
31.02,10-05-2018,05
43.47,10-05-2018,06
156.55,10-05-2018,07
273.89,10-05-2018,08
279.39,10-05-2018,09
266.73,10-05-2018,10
271.71,10-05-2018,11
239.13,10-05-2018,12
216.62,10-05-2018,13
175.54,10-05-2018,14
176.16,10-05-2018,15
199.61,10-05-2018,16
228.24,10-05-2018,17
285.71,10-05-2018,18
260.19,10-05-2018,19
196.7,10-05-2018,20
174.71,10-05-2018,21
69.72,10-05-2018,22
42.33,10-05-2018,23
31.73,11-05-2018,00
27.71,11-05-2018,01
30.7,11-05-2018,02
32.65,11-05-2018,03
37.29,11-05-2018,04
177.79,11-05-2018,05
329.31,11-05-2018,06
386.99,11-05-2018,07
411.09,11-05-2018,08
421.81,11-05-2018,09
425.72,11-05-2018,10
416.96,11-05-2018,11
404.71,11-05-2018,12
392.14,11-05-2018,13
385.65,11-05-2018,14
382.46,11-05-2018,15
381.22,11-05-2018,16
369.07,11-05-2018,17
345.58,11-05-2018,18
340.23,11-05-2018,19
325.91,11-05-2018,20
333.84,11-05-2018,21
324.88,11-05-2018,22
309.53,11-05-2018,23
326.77,12-05-2018,00
308.1,12-05-2018,01
290.24,12-05-2018,02
289.93,12-05-2018,03
287.77,12-05-2018,04
287.26,12-05-2018,05
298.24,12-05-2018,06
328.83,12-05-2018,07
338.58,12-05-2018,08
376.75,12-05-2018,09
343.4,12-05-2018,10
332.62,12-05-2018,11
311.07,12-05-2018,12
307.99,12-05-2018,13
291.78,12-05-2018,14
288.08,12-05-2018,15
284.18,12-05-2018,16
322.05,12-05-2018,17
353.66,12-05-2018,18
340.73,12-05-2018,19
338.47,12-05-2018,20
340.53,12-05-2018,21
331.8,12-05-2018,22
200.13,12-05-2018,23
274.23,13-05-2018,00
214.72,13-05-2018,01
175.35,13-05-2018,02
153.36,13-05-2018,03
152.94,13-05-2018,04
141.53,13-05-2018,05
144.21,13-05-2018,06
157.98,13-05-2018,07
182.34,13-05-2018,08
255.93,13-05-2018,09
289.24,13-05-2018,10
234.35,13-05-2018,11
189.12,13-05-2018,12
138.86,13-05-2018,13
104.64,13-05-2018,14
101.65,13-05-2018,15
113.27,13-05-2018,16
178.13,13-05-2018,17
241.44,13-05-2018,18
277.21,13-05-2018,19
258.3,13-05-2018,20
247.4,13-05-2018,21
247.2,13-05-2018,22
199.61,13-05-2018,23
203.31,14-05-2018,00
167.33,14-05-2018,01
145.24,14-05-2018,02
152.84,14-05-2018,03
160.55,14-05-2018,04
269.91,14-05-2018,05
383.49,14-05-2018,06
555.66,14-05-2018,07
596.26,14-05-2018,08
573.85,14-05-2018,09
522.05,14-05-2018,10
436.12,14-05-2018,11
421.11,14-05-2018,12
411.86,14-05-2018,13
409.6,14-05-2018,14
388.94,14-05-2018,15
384.62,14-05-2018,16
377.63,14-05-2018,17
421.52,14-05-2018,18
443.0,14-05-2018,19
420.08,14-05-2018,20
418.44,14-05-2018,21
383.39,14-05-2018,22
331.48,14-05-2018,23
332.82,15-05-2018,00
