Date,Temperatur,Nederbord
2015-07-16,14.2,0.0
2015-07-17,14.7,0.2
2015-07-18,16.4,0.4
2015-07-19,13.8,14.6
2015-07-20,14.2,0.9
2015-07-21,14.9,1.6
2015-07-22,16.9,0.0
2015-07-23,15.1,0.0
2015-07-24,14.1,0.0
2015-07-25,14.5,20.5
2015-07-26,13.9,3.6
2015-07-27,11.7,7.1
2015-07-28,14.8,11.1
2015-07-29,14.0,4.3
2015-07-30,13.1,0.1
2015-07-31,13.3,0.0
2015-08-01,13.5,0.0
2015-08-02,14.5,0.0
2015-08-03,16.3,0.0
2015-08-04,18.7,21.7
2015-08-05,18.5,0.0
2015-08-06,17.1,0.0
2015-08-07,19.2,0.5
2015-08-08,16.2,0.8
2015-08-09,15.5,0.0
2015-08-10,16.7,0.0
2015-08-11,17.3,3.3
2015-08-12,16.4,0.0
2015-08-13,15.5,0.0
2015-08-14,16.6,0.0
2015-08-15,19.4,0.9
2015-08-16,19.7,0.0
2015-08-17,18.6,0.0
2015-08-18,17.6,0.0
2015-08-19,17.4,0.0
2015-08-20,17.0,0.0
2015-08-21,16.2,0.0
2015-08-22,16.2,0.0
2015-08-23,17.2,1.0
2015-08-24,18.0,1.6
2015-08-25,17.0,6.9
2015-08-26,14.8,0.1
2015-08-27,16.7,5.5
2015-08-28,15.1,1.0
2015-08-29,15.0,0.0
2015-08-30,15.4,0.7
2015-08-31,14.7,19.4
2015-09-01,16.3,1.1
2015-09-02,14.9,1.1
2015-09-03,12.7,3.3
2015-09-04,10.9,4.4
2015-09-05,10.4,14.7
2015-09-06,10.7,0.4
2015-09-07,11.0,0.0
2015-09-08,11.5,0.0
2015-09-09,10.2,0.0
2015-09-10,11.2,0.0
2015-09-11,13.9,0.0
2015-09-12,14.1,0.2
2015-09-13,13.4,0.4
2015-09-14,15.5,11.4
2015-09-15,13.9,5.1
2015-09-16,12.7,7.4
2015-09-17,16.2,3.4
2015-09-18,14.3,0.9
2015-09-19,13.0,3.2
2015-09-20,11.7,3.3
2015-09-21,10.8,3.0
2015-09-22,11.8,3.1
2015-09-23,13.8,2.6
2015-09-24,12.7,1.2
2015-09-25,12.0,0.5
2015-09-26,10.3,0.0
2015-09-27,8.9,0.0
2015-09-28,8.7,0.0
2015-09-29,8.1,0.0
2015-09-30,8.9,0.0
2015-10-01,11.8,0.0
2015-10-02,12.0,0.0
2015-10-03,10.9,0.0
2015-10-04,9.8,0.0
2015-10-05,10.3,0.0
2015-10-06,9.4,0.0
2015-10-07,8.2,0.0
2015-10-08,7.8,0.0
2015-10-09,7.3,0.0
2015-10-10,5.9,0.0
2015-10-11,5.7,0.0
2015-10-12,5.9,0.0
2015-10-13,6.7,1.1
2015-10-14,7.4,0.0
2015-10-15,7.4,0.0
2015-10-16,8.3,2.7
2015-10-17,8.5,0.1
2015-10-18,7.7,0.0
2015-10-19,7.7,0.0
2015-10-20,8.3,0.9
2015-10-21,8.7,2.1
2015-10-22,10.0,2.5
2015-10-23,10.5,0.0
2015-10-24,8.3,0.7
2015-10-25,8.8,0.0
2015-10-26,5.5,0.0
2015-10-27,3.9,0.0
2015-10-28,7.2,0.0
2015-10-29,7.6,0.0
2015-10-30,7.4,0.0
2015-10-31,8.8,0.0
2015-11-01,7.2,0.0
2015-11-02,9.6,0.0
2015-11-03,6.8,0.0
2015-11-04,5.7,0.0
2015-11-05,6.9,6.6
2015-11-06,8.8,1.1
2015-11-07,10.8,15.5
2015-11-08,8.9,9.3
2015-11-09,9.4,8.1
2015-11-10,10.6,5.9
2015-11-11,10.5,15.5
2015-11-12,9.6,1.1
2015-11-13,7.7,7.8
2015-11-14,5.6,2.5
2015-11-15,3.7,0.1
2015-11-16,6.2,2.5
2015-11-17,6.4,10.4
2015-11-18,7.7,10.3
2015-11-19,6.1,7.5
2015-11-20,0.1,0.0
2015-11-21,-2.0,10.3
2015-11-22,-1.1,1.1
2015-11-23,-6.4,0.5
2015-11-24,1.7,6.1
2015-11-25,2.1,3.6
2015-11-26,1.9,0.1
2015-11-27,4.2,1.2
2015-11-28,3.1,9.6
2015-11-29,4.3,14.0
2015-11-30,4.3,1.3
2015-12-01,4.4,0.1
2015-12-02,5.1,2.9
2015-12-03,7.7,2.6
2015-12-04,6.7,4.8
2015-12-05,8.1,8.0
2015-12-06,8.6,3.3
2015-12-07,5.5,0.0
2015-12-08,4.7,3.4
2015-12-09,6.2,0.1
2015-12-10,6.2,7.1
2015-12-11,4.4,6.7
2015-12-12,3.8,0.5
2015-12-13,1.0,0.2
2015-12-14,-2.2,2.0
2015-12-15,-0.5,0.0
2015-12-16,-1.1,1.0
2015-12-17,6.3,1.7
2015-12-18,8.4,5.3
2015-12-19,9.0,2.5
2015-12-20,9.6,0.0
2015-12-21,8.3,8.9
2015-12-22,8.3,24.1
2015-12-23,8.2,2.1
2015-12-24,5.7,1.7
2015-12-25,6.2,1.7
2015-12-26,3.3,11.9
2015-12-27,3.4,15.8
2015-12-28,1.1,0.1
2015-12-29,1.2,0.0
2015-12-30,0.8,0.0
2015-12-31,0.3,1.9
2016-01-01,1.1,0.8
2016-01-02,-2.6,0.4
2016-01-03,-4.3,0.0
2016-01-04,-3.8,0.1
2016-01-05,-6.0,0.0
2016-01-06,-8.7,0.0
2016-01-07,-6.8,1.5
2016-01-08,-1.8,7.7
2016-01-09,-1.5,2.6
2016-01-10,0.8,3.7
2016-01-11,0.8,0.7
2016-01-12,0.7,0.8
2016-01-13,-4.7,0.0
2016-01-14,-6.3,0.5
2016-01-15,-8.6,0.0
2016-01-16,-10.2,0.9
2016-01-17,-11.4,0.0
2016-01-18,-7.0,4.8
2016-01-19,-2.3,2.4
2016-01-20,-7.1,0.0
2016-01-21,-10.1,0.0
2016-01-22,-6.4,0.0
2016-01-23,-3.5,0.2
2016-01-24,0.7,0.5
2016-01-25,2.1,1.2
2016-01-26,4.7,7.8
2016-01-27,6.9,7.8
2016-01-28,4.5,1.1
2016-01-29,5.1,9.2
2016-01-30,4.2,6.9
2016-01-31,1.9,1.3
2016-02-01,2.9,9.1
2016-02-02,5.1,2.0
2016-02-03,3.2,2.6
2016-02-04,1.4,0.0
2016-02-05,0.2,1.4
2016-02-06,5.4,0.7
2016-02-07,5.2,0.3
2016-02-08,4.3,12.0
2016-02-09,3.7,11.6
2016-02-10,2.4,3.0
2016-02-11,2.0,0.6
2016-02-12,-1.3,0.0
2016-02-13,-2.7,0.7
2016-02-14,-0.6,0.0
2016-02-15,-2.9,0.0
2016-02-16,-4.6,0.0
2016-02-17,-2.8,2.8
2016-02-18,-0.2,0.0
2016-02-19,-0.6,0.0
2016-02-20,1.0,13.0
2016-02-21,2.7,9.8
2016-02-22,2.8,3.8
2016-02-23,2.5,0.5
2016-02-24,0.7,6.7
2016-02-25,0.4,1.2
2016-02-26,0.5,0.0
2016-02-27,-0.3,0.0
2016-02-28,-1.0,0.0
2016-02-29,-1.1,0.0
2016-03-01,-1.7,0.3
2016-03-02,1.1,4.4
2016-03-03,1.2,1.3
2016-03-04,0.2,0.1
2016-03-05,1.2,1.5
2016-03-06,0.6,13.4
2016-03-07,1.3,3.4
2016-03-08,1.3,1.5
2016-03-09,1.5,0.0
2016-03-10,2.1,0.2
2016-03-11,0.9,0.0
2016-03-12,1.0,0.0
2016-03-13,-0.1,0.0
2016-03-14,3.4,0.0
2016-03-15,5.4,0.0
2016-03-16,2.3,0.0
2016-03-17,2.8,0.0
2016-03-18,4.2,0.0
2016-03-19,3.3,0.0
2016-03-20,4.3,0.0
2016-03-21,4.9,0.0
2016-03-22,3.6,1.5
2016-03-23,4.3,0.1
2016-03-24,2.6,0.4
2016-03-25,4.8,1.4
2016-03-26,5.4,0.0
2016-03-27,6.5,1.3
2016-03-28,6.2,1.7
2016-03-29,5.9,1.0
2016-03-30,3.7,6.9
2016-03-31,4.8,0.5
2016-04-01,4.1,0.0
2016-04-02,6.0,0.0
2016-04-03,7.1,0.4
2016-04-04,8.7,0.5
2016-04-05,8.5,5.8
2016-04-06,7.1,5.5
2016-04-07,5.7,4.5
2016-04-08,5.9,2.0
2016-04-09,5.3,0.0
2016-04-10,5.0,0.0
2016-04-11,6.7,0.0
2016-04-12,7.5,0.0
2016-04-13,7.0,13.1
2016-04-14,6.3,0.1
2016-04-15,5.7,3.1
2016-04-16,8.0,2.4
2016-04-17,5.8,4.2
2016-04-18,6.3,3.6
2016-04-19,7.0,2.7
2016-04-20,7.8,0.0
2016-04-21,6.3,0.0
2016-04-22,7.5,0.0
2016-04-23,4.2,0.8
2016-04-24,2.2,2.0
2016-04-25,2.3,6.7
2016-04-26,4.9,1.9
2016-04-27,3.2,10.6
2016-04-28,4.7,6.1
2016-04-29,6.5,0.8
2016-04-30,9.6,0.7
2016-05-01,8.6,0.1
2016-05-02,9.3,0.0
2016-05-03,10.3,0.1
2016-05-04,9.8,0.0
2016-05-05,10.5,0.0
2016-05-06,11.2,0.0
2016-05-07,13.8,0.0
2016-05-08,15.5,0.0
2016-05-09,16.0,0.0
2016-05-10,16.4,0.0
2016-05-11,15.0,0.0
2016-05-12,12.3,0.0
2016-05-13,12.1,0.0
2016-05-14,9.2,0.0
2016-05-15,6.7,5.5
2016-05-16,7.9,1.0
2016-05-17,10.1,0.0
2016-05-18,10.1,0.0
2016-05-19,10.9,0.5
2016-05-20,12.2,4.4
2016-05-21,12.7,1.6
2016-05-22,17.3,0.0
2016-05-23,18.3,0.0
2016-05-24,19.4,0.0
2016-05-25,16.5,7.7
2016-05-26,13.7,0.0
2016-05-27,11.9,0.0
2016-05-28,15.4,0.0
2016-05-29,18.2,0.0
2016-05-30,20.2,0.0
2016-05-31,20.6,1.6
2016-06-01,21.7,0.0
2016-06-02,21.7,0.9
2016-06-03,20.7,0.0
2016-06-04,18.2,9.6
2016-06-05,16.6,0.0
2016-06-06,14.9,0.0
2016-06-07,15.6,0.0
2016-06-08,14.2,0.0
2016-06-09,13.3,0.0
2016-06-10,12.7,0.8
2016-06-11,11.2,0.0
2016-06-12,12.9,0.3
2016-06-13,12.5,0.0
2016-06-14,13.4,3.8
2016-06-15,16.0,0.3
2016-06-16,14.1,2.3
2016-06-17,14.3,0.5
2016-06-18,15.5,0.1
2016-06-19,14.7,0.0
2016-06-20,14.5,0.0
2016-06-21,15.4,1.8
2016-06-22,16.7,0.3
2016-06-23,19.6,4.2
2016-06-24,22.0,5.7
2016-06-25,22.4,3.0
2016-06-26,18.9,0.2
2016-06-27,16.1,0.7
2016-06-28,16.1,0.0
2016-06-29,13.4,7.9
2016-06-30,14.7,6.1
2016-07-01,16.1,5.7
2016-07-02,15.7,11.2
2016-07-03,13.0,3.6
2016-07-04,13.8,2.2
2016-07-05,13.6,21.5
2016-07-06,13.4,12.4
2016-07-07,14.2,1.8
2016-07-08,16.4,5.9
2016-07-09,16.0,0.0
2016-07-10,15.5,16.7
2016-07-11,17.7,6.0
2016-07-12,16.5,3.1
2016-07-13,15.4,0.0
2016-07-14,14.3,0.0
2016-07-15,15.9,0.4
2016-07-16,15.2,0.4
2016-07-17,14.8,1.6
2016-07-18,14.3,0.9
2016-07-19,16.5,0.0
2016-07-20,18.6,0.0
2016-07-21,19.4,0.0
2016-07-22,20.5,0.0
2016-07-23,19.9,0.0
2016-07-24,21.6,0.0
2016-07-25,19.6,0.0
2016-07-26,18.6,0.0
2016-07-27,16.4,0.4
2016-07-28,17.9,0.0
2016-07-29,15.7,1.9
2016-07-30,17.0,7.1
2016-07-31,15.3,1.9
2016-08-01,14.2,5.9
2016-08-02,15.0,1.9
2016-08-03,14.2,8.8
2016-08-04,17.5,4.4
2016-08-05,16.5,3.1
2016-08-06,14.9,1.0
2016-08-07,15.9,0.3
2016-08-08,16.4,4.2
2016-08-09,12.9,2.2
2016-08-10,11.0,7.6
2016-08-11,11.1,1.1
2016-08-12,12.6,2.7
2016-08-13,15.4,7.6
2016-08-14,15.4,0.0
2016-08-15,14.9,0.0
2016-08-16,14.0,1.1
2016-08-17,14.6,1.8
2016-08-18,13.6,0.7
2016-08-19,15.4,0.0
2016-08-20,14.7,0.8
2016-08-21,15.9,3.1
2016-08-22,15.1,5.3
2016-08-23,17.2,0.5
2016-08-24,17.0,0.0
2016-08-25,19.0,0.0
2016-08-26,20.9,0.0
2016-08-27,16.5,4.8
2016-08-28,13.6,5.4
2016-08-29,15.3,1.2
2016-08-30,15.3,0.0
2016-08-31,16.6,0.0
2016-09-01,14.9,0.0
2016-09-02,14.7,3.4
2016-09-03,15.7,1.7
2016-09-04,14.6,0.0
2016-09-05,14.6,0.0
2016-09-06,14.2,0.0
2016-09-07,17.4,0.3
2016-09-08,18.9,0.0
2016-09-09,17.0,0.0
2016-09-10,15.5,0.0
2016-09-11,16.6,0.0
2016-09-12,14.3,0.0
2016-09-13,17.4,0.0
2016-09-14,18.3,0.0
2016-09-15,18.5,0.0
2016-09-16,16.6,0.1
2016-09-17,13.1,0.0
2016-09-18,11.5,0.0
2016-09-19,11.3,0.0
2016-09-20,13.5,1.0
2016-09-21,11.2,0.0
2016-09-22,10.4,0.0
2016-09-23,12.6,0.5
2016-09-24,11.4,0.0
2016-09-25,12.3,0.0
2016-09-26,14.0,0.0
2016-09-27,12.4,1.8
2016-09-28,14.4,3.4
2016-09-29,15.4,8.7
2016-09-30,11.3,5.6
2016-10-01,11.4,0.8
2016-10-02,10.2,8.8
2016-10-03,10.8,0.0
2016-10-04,6.3,0.0
2016-10-05,6.4,0.0
2016-10-06,8.6,0.0
2016-10-07,8.4,0.0
2016-10-08,7.5,2.6
2016-10-09,6.5,5.4
2016-10-10,7.2,1.1
2016-10-11,6.6,0.0
2016-10-12,6.4,0.0
2016-10-13,6.5,0.0
2016-10-14,6.8,0.0
2016-10-15,6.5,1.1
2016-10-16,6.4,3.8
2016-10-17,7.1,0.4
2016-10-18,7.0,2.3
2016-10-19,8.8,4.4
2016-10-20,8.4,12.4
2016-10-21,6.4,7.6
2016-10-22,4.3,6.8
2016-10-23,4.6,3.9
2016-10-24,6.0,1.3
2016-10-25,4.9,0.0
2016-10-26,3.1,3.4
2016-10-27,9.1,6.9
2016-10-28,9.5,3.0
2016-10-29,6.9,0.0
2016-10-30,4.5,0.0
2016-10-31,5.6,9.0
2016-11-01,8.1,3.1
2016-11-02,2.5,0.0
2016-11-03,-0.2,1.3
2016-11-04,2.2,7.9
2016-11-05,4.6,17.1
2016-11-06,1.1,2.1
2016-11-07,-2.5,0.0
2016-11-08,-5.5,0.5
2016-11-09,-1.7,2.5
2016-11-10,-0.7,0.0
2016-11-11,-2.3,0.0
2016-11-12,-4.6,0.0
2016-11-13,-4.4,0.0
2016-11-14,-0.6,3.9
2016-11-15,5.1,6.7
2016-11-16,5.0,3.9
2016-11-17,4.3,5.4
2016-11-18,5.4,4.3
2016-11-19,4.1,0.4
2016-11-20,4.1,1.9
2016-11-21,7.8,0.0
2016-11-22,7.9,0.0
2016-11-23,5.7,0.0
2016-11-24,3.0,0.0
2016-11-25,2.9,0.3
2016-11-26,6.2,0.7
2016-11-27,2.0,0.0
2016-11-28,-2.0,0.0
2016-11-29,2.5,1.7
2016-11-30,3.8,0.5
2016-12-01,3.8,1.3
2016-12-02,0.0,0.0
2016-12-03,-2.0,0.0
2016-12-04,1.8,0.1
2016-12-05,4.5,0.0
2016-12-06,-1.7,0.0
2016-12-07,1.2,5.1
2016-12-08,8.5,0.0
2016-12-09,7.0,7.5
2016-12-10,7.9,1.9
2016-12-11,5.6,1.1
2016-12-12,-2.3,0.0
2016-12-13,2.3,0.5
2016-12-14,-1.1,0.0
2016-12-15,-3.7,0.0
2016-12-16,-0.2,0.0
2016-12-17,0.0,2.1
2016-12-18,2.8,0.0
2016-12-19,3.0,0.2
2016-12-20,2.1,0.0
2016-12-21,1.6,0.1
2016-12-22,4.3,4.9
2016-12-23,4.2,2.8
2016-12-24,4.3,4.0
2016-12-25,5.1,5.1
2016-12-26,4.6,5.0
2016-12-27,4.3,0.0
2016-12-28,-1.1,0.0
2016-12-29,3.0,0.0
2016-12-30,3.1,0.2
2016-12-31,6.5,3.8
2017-01-01,4.6,1.4
2017-01-02,-2.8,0.1
2017-01-03,0.3,3.2
2017-01-04,-0.5,0.0
2017-01-05,-8.7,0.0
2017-01-06,-11.6,0.9
2017-01-07,-3.2,1.0
2017-01-08,-1.8,0.4
2017-01-09,1.1,1.0
2017-01-10,-0.2,0.0
2017-01-11,0.9,12.3
2017-01-12,2.2,0.7
2017-01-13,-0.3,0.0
2017-01-14,-0.7,0.0
2017-01-15,-3.1,0.0
2017-01-16,-5.8,0.0
2017-01-17,-5.3,2.3
2017-01-18,1.0,2.0
2017-01-19,3.6,0.4
2017-01-20,4.1,0.0
2017-01-21,0.6,0.3
2017-01-22,0.3,0.4
2017-01-23,1.2,0.0
2017-01-24,1.6,0.0
2017-01-25,1.1,0.1
2017-01-26,-0.6,0.0
2017-01-27,-2.2,0.0
2017-01-28,-1.3,0.0
2017-01-29,-0.5,1.8
2017-01-30,1.4,0.0
2017-01-31,0.4,0.0
2017-02-01,0.2,0.0
2017-02-02,0.0,0.0
2017-02-03,0.1,1.6
2017-02-04,1.2,2.1
2017-02-05,0.6,1.9
2017-02-06,-1.2,0.6
2017-02-07,-3.5,0.6
2017-02-08,-4.0,1.8
2017-02-09,-4.1,0.9
2017-02-10,-1.7,0.0
2017-02-11,-2.3,0.0
2017-02-12,-1.5,0.0
2017-02-13,-3.1,0.0
2017-02-14,-0.4,0.0
2017-02-15,0.1,0.0
2017-02-16,0.9,2.2
2017-02-17,2.9,0.5
2017-02-18,1.0,2.8
2017-02-19,3.6,4.2
2017-02-20,5.2,14.7
2017-02-21,4.4,8.2
2017-02-22,4.0,3.8
2017-02-23,2.7,7.6
2017-02-24,-1.5,0.0
2017-02-25,-2.1,9.7
2017-02-26,4.3,4.1
2017-02-27,6.4,1.1
2017-02-28,4.4,1.4
2017-03-01,3.1,2.8
2017-03-02,1.8,3.6
2017-03-03,3.3,4.1
2017-03-04,2.1,2.2
2017-03-05,1.9,3.8
2017-03-06,-0.9,0.2
2017-03-07,-2.0,0.0
2017-03-08,-1.0,0.6
2017-03-09,3.7,0.4
2017-03-10,3.1,0.0
2017-03-11,2.0,0.0
2017-03-12,0.2,0.0
2017-03-13,2.0,0.0
2017-03-14,5.0,0.3
2017-03-15,6.0,0.0
2017-03-16,6.0,1.4
2017-03-17,4.5,1.9
2017-03-18,2.0,5.9
2017-03-19,0.0,3.3
2017-03-20,4.1,9.8
2017-03-21,5.0,2.9
2017-03-22,5.3,0.0
2017-03-23,3.5,0.0
2017-03-24,2.4,0.0
2017-03-25,6.6,0.0
2017-03-26,4.8,0.0
2017-03-27,6.0,0.0
2017-03-28,6.5,0.1
2017-03-29,4.4,0.6
2017-03-30,5.6,9.5
2017-03-31,12.0,0.2
2017-04-01,9.2,0.1
2017-04-02,7.7,0.8
2017-04-03,7.9,0.0
2017-04-04,6.4,0.4
2017-04-05,6.1,0.4
2017-04-06,5.3,1.3
2017-04-07,9.1,0.0
2017-04-08,6.7,0.0
2017-04-09,7.7,0.0
2017-04-10,8.1,0.1
2017-04-11,6.0,5.6
2017-04-12,6.6,8.6
2017-04-13,5.2,11.6
2017-04-14,5.6,0.0
2017-04-15,1.3,13.2
2017-04-16,1.2,0.0
2017-04-17,1.4,0.3
2017-04-18,1.2,0.1
2017-04-19,2.3,0.0
2017-04-20,3.8,0.7
2017-04-21,7.6,0.7
2017-04-22,6.3,0.1
2017-04-23,4.3,1.9
2017-04-24,4.0,8.6
2017-04-25,3.7,1.8
2017-04-26,4.6,0.8
2017-04-27,4.3,0.6
2017-04-28,6.1,1.1
2017-04-29,4.8,1.9
2017-04-30,5.5,0.0
2017-05-01,6.8,0.0
2017-05-02,8.7,0.0
2017-05-03,10.1,0.0
2017-05-04,9.3,0.0
2017-05-05,10.5,0.0
2017-05-06,12.1,0.0
2017-05-07,10.7,1.7
2017-05-08,6.3,0.0
2017-05-09,4.1,1.8
2017-05-10,4.0,2.0
2017-05-11,3.6,4.7
2017-05-12,8.0,0.0
2017-05-13,11.0,0.5
2017-05-14,12.6,0.6
2017-05-15,12.2,0.0
2017-05-16,10.7,1.7
2017-05-17,14.4,0.0
2017-05-18,18.1,0.0
2017-05-19,18.6,0.0
2017-05-20,16.5,0.0
2017-05-21,13.9,0.0
2017-05-22,12.3,0.0
2017-05-23,14.3,2.1
2017-05-24,13.7,0.2
2017-05-25,14.4,0.0
2017-05-26,17.2,0.0
2017-05-27,17.7,0.0
2017-05-28,18.6,0.2
2017-05-29,14.7,0.3
2017-05-30,14.7,4.6
2017-05-31,12.7,2.5
2017-06-01,12.9,0.1
2017-06-02,10.9,0.0
2017-06-03,13.0,0.0
2017-06-04,11.9,6.6
2017-06-05,13.7,0.0
2017-06-06,14.9,32.2
2017-06-07,12.2,21.5
2017-06-08,12.8,4.7
2017-06-09,16.0,1.8
2017-06-10,15.6,0.0
2017-06-11,16.3,7.1
2017-06-12,14.1,4.1
2017-06-13,14.2,0.0
2017-06-14,15.4,0.0
2017-06-15,16.3,7.6
2017-06-16,14.7,5.9
2017-06-17,16.9,1.0
2017-06-18,17.6,0.0
2017-06-19,18.4,0.5
2017-06-20,16.0,0.0
2017-06-21,14.7,0.0
2017-06-22,14.1,0.9
2017-06-23,15.9,14.4
2017-06-24,15.0,4.0
2017-06-25,13.6,5.0
2017-06-26,13.2,0.4
2017-06-27,13.8,0.0
2017-06-28,14.0,0.0
2017-06-29,15.6,2.6
2017-06-30,13.7,16.5
2017-07-01,14.0,1.3
2017-07-02,13.9,0.5
2017-07-03,13.8,7.3
2017-07-04,13.9,0.0
2017-07-05,14.5,0.0
2017-07-06,14.1,0.0
2017-07-07,15.5,10.8
2017-07-08,15.8,3.5
2017-07-09,14.5,0.0
2017-07-10,14.5,0.4
2017-07-11,16.7,5.0
2017-07-12,14.5,0.3
2017-07-13,14.4,0.0
2017-07-14,14.1,0.2
2017-07-15,15.3,0.0
2017-07-16,14.0,4.1
2017-07-17,14.8,0.8
2017-07-18,15.0,0.0
2017-07-19,16.3,0.0
2017-07-20,15.9,2.1
2017-07-21,14.9,6.5
2017-07-22,16.1,0.0
2017-07-23,15.9,25.6
2017-07-24,14.9,8.7
2017-07-25,15.3,0.1
2017-07-26,17.4,0.0
2017-07-27,16.4,1.0
2017-07-28,15.6,0.5
2017-07-29,14.9,3.8
2017-07-30,14.9,22.9
2017-07-31,16.6,1.2
2017-08-01,17.5,2.3
2017-08-02,16.4,0.6
2017-08-03,15.1,25.4
2017-08-04,16.2,16.2
2017-08-05,15.6,4.5
2017-08-06,14.6,1.7
2017-08-07,15.2,0.0
2017-08-08,17.0,0.4
2017-08-09,17.8,2.4
2017-08-10,16.3,0.1
2017-08-11,15.3,0.0
2017-08-12,15.5,2.8
2017-08-13,14.8,0.0
2017-08-14,13.4,0.0
2017-08-15,15.4,8.0
2017-08-16,16.9,0.0
2017-08-17,14.8,9.7
2017-08-18,17.4,7.1
2017-08-19,15.7,2.9
2017-08-20,14.0,9.1
2017-08-21,14.1,6.2
2017-08-22,14.9,0.6
2017-08-23,13.4,0.0
2017-08-24,12.7,1.2
2017-08-25,15.0,1.1
2017-08-26,15.0,0.0
2017-08-27,14.8,5.0
2017-08-28,14.4,0.0
2017-08-29,15.9,0.0
2017-08-30,16.4,8.7
2017-08-31,14.9,0.1
2017-09-01,13.7,0.0
2017-09-02,12.2,0.6
2017-09-03,12.7,3.2
2017-09-04,13.2,0.0
2017-09-05,15.4,1.3
2017-09-06,13.4,17.6
2017-09-07,11.4,4.2
2017-09-08,12.4,14.4
2017-09-09,13.5,14.1
2017-09-10,13.0,0.0
2017-09-11,13.0,0.7
2017-09-12,12.8,5.0
2017-09-13,11.3,25.1
2017-09-14,11.6,11.2
2017-09-15,11.6,14.9
2017-09-16,11.5,0.9
2017-09-17,9.8,2.5
2017-09-18,8.8,2.5
2017-09-19,11.2,6.1
2017-09-20,11.7,2.0
2017-09-21,9.7,0.0
2017-09-22,10.2,2.5
2017-09-23,13.4,0.3
2017-09-24,15.2,0.0
2017-09-25,14.4,0.2
2017-09-26,14.3,0.0
2017-09-27,14.3,0.0
2017-09-28,13.3,0.0
2017-09-29,12.6,0.0
2017-09-30,11.3,0.0
2017-10-01,12.2,0.0
2017-10-02,12.0,13.7
2017-10-03,11.9,4.1
2017-10-04,9.2,19.1
2017-10-05,8.8,1.3
2017-10-06,7.5,0.0
2017-10-07,8.0,7.7
2017-10-08,5.4,0.1
2017-10-09,6.6,0.0
2017-10-10,7.0,7.0
2017-10-11,10.2,6.9
2017-10-12,11.1,5.2
2017-10-13,10.3,2.0
2017-10-14,13.7,6.8
2017-10-15,12.3,0.0
2017-10-16,13.4,0.0
2017-10-17,12.7,0.3
2017-10-18,11.3,2.0
2017-10-19,8.7,0.4
2017-10-20,10.3,9.9
2017-10-21,9.4,8.3
2017-10-22,9.2,15.2
2017-10-23,6.6,0.1
2017-10-24,6.0,16.6
2017-10-25,11.1,5.2
2017-10-26,10.3,12.6
2017-10-27,7.0,1.1
2017-10-28,8.8,25.0
2017-10-29,4.9,0.0
2017-10-30,2.1,0.0
2017-10-31,3.3,1.3
2017-11-01,9.8,11.3
2017-11-02,9.2,0.4
2017-11-03,4.6,0.2
2017-11-04,7.9,0.2
2017-11-05,8.7,1.8
2017-11-06,4.0,0.0
2017-11-07,1.4,0.0
2017-11-08,3.8,0.2
2017-11-09,5.9,2.2
2017-11-10,5.2,13.1
2017-11-11,4.3,3.0
2017-11-12,3.6,0.5
2017-11-13,-0.8,0.0
2017-11-14,2.4,6.7
2017-11-15,5.7,0.0
2017-11-16,4.3,5.6
2017-11-17,5.1,1.7
2017-11-18,4.3,9.8
2017-11-19,2.1,2.6
2017-11-20,-2.5,0.0
2017-11-21,-3.5,5.8
2017-11-22,4.1,8.3
2017-11-23,7.2,2.4
2017-11-24,5.6,2.3
2017-11-25,2.0,0.0
2017-11-26,3.1,3.2
2017-11-27,3.7,10.6
2017-11-28,3.3,9.8
2017-11-29,1.8,0.7
2017-11-30,-0.3,1.4
2017-12-01,0.4,0.0
2017-12-02,-0.4,2.5
2017-12-03,3.2,2.9
2017-12-04,-1.2,0.8
2017-12-05,4.6,10.3
2017-12-06,7.0,11.6
2017-12-07,5.6,6.6
2017-12-08,3.5,2.0
2017-12-09,2.1,5.2
2017-12-10,-0.1,1.2
2017-12-11,-0.7,13.8
2017-12-12,-0.6,2.6
2017-12-13,0.9,5.3
2017-12-14,0.9,23.2
2017-12-15,1.1,2.9
2017-12-16,-0.5,1.5
2017-12-17,-3.7,0.1
2017-12-18,-1.8,0.7
2017-12-19,0.2,0.0
2017-12-20,1.8,1.9
2017-12-21,4.0,0.2
2017-12-22,3.5,4.3
2017-12-23,7.4,2.2
2017-12-24,7.1,18.0
2017-12-25,6.7,6.1
2017-12-26,4.7,3.2
2017-12-27,3.2,1.8
2017-12-28,2.4,0.6
2017-12-29,2.0,0.9
2017-12-30,0.3,4.8
2017-12-31,1.9,13.5
