price,date,hour,day,month,year
278.13,09-01-2017,01,09,01,2017
276.98,09-01-2017,02,09,01,2017
278.61,09-01-2017,03,09,01,2017
283.86,09-01-2017,04,09,01,2017
290.55,09-01-2017,05,09,01,2017
293.99,09-01-2017,06,09,01,2017
411.99,09-01-2017,07,09,01,2017
424.6,09-01-2017,08,09,01,2017
429.18,09-01-2017,09,09,01,2017
433.2,09-01-2017,10,09,01,2017
430.62,09-01-2017,11,09,01,2017
431.09,09-01-2017,12,09,01,2017
443.42,09-01-2017,13,09,01,2017
430.9,09-01-2017,14,09,01,2017
409.41,09-01-2017,15,09,01,2017
457.18,09-01-2017,16,09,01,2017
443.42,09-01-2017,17,09,01,2017
411.79,09-01-2017,18,09,01,2017
300.1,09-01-2017,19,09,01,2017
291.41,09-01-2017,20,09,01,2017
287.3,09-01-2017,21,09,01,2017
282.52,09-01-2017,22,09,01,2017
275.45,09-01-2017,23,09,01,2017
249.77,10-01-2017,00,10,01,2017
244.14,10-01-2017,01,10,01,2017
243.38,10-01-2017,02,10,01,2017
244.14,10-01-2017,03,10,01,2017
265.15,10-01-2017,04,10,01,2017
276.22,10-01-2017,05,10,01,2017
284.43,10-01-2017,06,10,01,2017
295.98,10-01-2017,07,10,01,2017
298.94,10-01-2017,08,10,01,2017
298.09,10-01-2017,09,10,01,2017
297.32,10-01-2017,10,10,01,2017
296.56,10-01-2017,11,10,01,2017
295.89,10-01-2017,12,10,01,2017
295.98,10-01-2017,13,10,01,2017
296.08,10-01-2017,14,10,01,2017
296.27,10-01-2017,15,10,01,2017
385.74,10-01-2017,16,10,01,2017
395.66,10-01-2017,17,10,01,2017
381.06,10-01-2017,18,10,01,2017
291.59,10-01-2017,19,10,01,2017
284.62,10-01-2017,20,10,01,2017
282.14,10-01-2017,21,10,01,2017
278.32,10-01-2017,22,10,01,2017
268.11,10-01-2017,23,10,01,2017
232.99,11-01-2017,00,11,01,2017
217.69,11-01-2017,01,11,01,2017
210.72,11-01-2017,02,11,01,2017
211.2,11-01-2017,03,11,01,2017
225.53,11-01-2017,04,11,01,2017
247.32,11-01-2017,05,11,01,2017
265.86,11-01-2017,06,11,01,2017
276.75,11-01-2017,07,11,01,2017
278.47,11-01-2017,08,11,01,2017
278.28,11-01-2017,09,11,01,2017
278.57,11-01-2017,10,11,01,2017
278.66,11-01-2017,11,11,01,2017
278.76,11-01-2017,12,11,01,2017
278.38,11-01-2017,13,11,01,2017
278.57,11-01-2017,14,11,01,2017
278.86,11-01-2017,15,11,01,2017
280.96,11-01-2017,16,11,01,2017
282.58,11-01-2017,17,11,01,2017
280.77,11-01-2017,18,11,01,2017
278.38,11-01-2017,19,11,01,2017
273.31,11-01-2017,20,11,01,2017
266.72,11-01-2017,21,11,01,2017
251.05,11-01-2017,22,11,01,2017
232.12,11-01-2017,23,11,01,2017
212.13,12-01-2017,00,12,01,2017
172.9,12-01-2017,01,12,01,2017
166.3,12-01-2017,02,12,01,2017
166.78,12-01-2017,03,12,01,2017
224.76,12-01-2017,04,12,01,2017
239.02,12-01-2017,05,12,01,2017
270.69,12-01-2017,06,12,01,2017
281.41,12-01-2017,07,12,01,2017
284.95,12-01-2017,08,12,01,2017
282.27,12-01-2017,09,12,01,2017
282.65,12-01-2017,10,12,01,2017
282.27,12-01-2017,11,12,01,2017
281.98,12-01-2017,12,12,01,2017
282.27,12-01-2017,13,12,01,2017
282.75,12-01-2017,14,12,01,2017
283.61,12-01-2017,15,12,01,2017
289.26,12-01-2017,16,12,01,2017
292.03,12-01-2017,17,12,01,2017
289.73,12-01-2017,18,12,01,2017
285.91,12-01-2017,19,12,01,2017
282.27,12-01-2017,20,12,01,2017
281.6,12-01-2017,21,12,01,2017
279.5,12-01-2017,22,12,01,2017
275.86,12-01-2017,23,12,01,2017
276.92,13-01-2017,00,13,01,2017
275.59,13-01-2017,01,13,01,2017
276.35,13-01-2017,02,13,01,2017
276.35,13-01-2017,03,13,01,2017
277.87,13-01-2017,04,13,01,2017
291.08,13-01-2017,05,13,01,2017
324.14,13-01-2017,06,13,01,2017
390.92,13-01-2017,07,13,01,2017
421.89,13-01-2017,08,13,01,2017
421.7,13-01-2017,09,13,01,2017
418.47,13-01-2017,10,13,01,2017
418.19,13-01-2017,11,13,01,2017
390.54,13-01-2017,12,13,01,2017
389.97,13-01-2017,13,13,01,2017
389.21,13-01-2017,14,13,01,2017
389.78,13-01-2017,15,13,01,2017
416.0,13-01-2017,16,13,01,2017
451.72,13-01-2017,17,13,01,2017
418.85,13-01-2017,18,13,01,2017
387.79,13-01-2017,19,13,01,2017
298.11,13-01-2017,20,13,01,2017
295.64,13-01-2017,21,13,01,2017
292.41,13-01-2017,22,13,01,2017
284.24,13-01-2017,23,13,01,2017
282.91,14-01-2017,00,14,01,2017
274.94,14-01-2017,01,14,01,2017
271.72,14-01-2017,02,14,01,2017
270.39,14-01-2017,03,14,01,2017
271.43,14-01-2017,04,14,01,2017
272.67,14-01-2017,05,14,01,2017
279.78,14-01-2017,06,14,01,2017
282.44,14-01-2017,07,14,01,2017
290.22,14-01-2017,08,14,01,2017
294.2,14-01-2017,09,14,01,2017
299.8,14-01-2017,10,14,01,2017
299.7,14-01-2017,11,14,01,2017
295.43,14-01-2017,12,14,01,2017
293.73,14-01-2017,13,14,01,2017
293.82,14-01-2017,14,14,01,2017
295.34,14-01-2017,15,14,01,2017
317.92,14-01-2017,16,14,01,2017
335.38,14-01-2017,17,14,01,2017
327.03,14-01-2017,18,14,01,2017
303.4,14-01-2017,19,14,01,2017
299.51,14-01-2017,20,14,01,2017
290.88,14-01-2017,21,14,01,2017
286.99,14-01-2017,22,14,01,2017
280.35,14-01-2017,23,14,01,2017
275.18,15-01-2017,00,15,01,2017
270.63,15-01-2017,01,15,01,2017
259.15,15-01-2017,02,15,01,2017
256.88,15-01-2017,03,15,01,2017
259.15,15-01-2017,04,15,01,2017
272.14,15-01-2017,05,15,01,2017
275.84,15-01-2017,06,15,01,2017
278.12,15-01-2017,07,15,01,2017
289.69,15-01-2017,08,15,01,2017
302.87,15-01-2017,09,15,01,2017
304.01,15-01-2017,10,15,01,2017
304.86,15-01-2017,11,15,01,2017
302.96,15-01-2017,12,15,01,2017
300.59,15-01-2017,13,15,01,2017
298.7,15-01-2017,14,15,01,2017
300.59,15-01-2017,15,15,01,2017
358.25,15-01-2017,16,15,01,2017
405.09,15-01-2017,17,15,01,2017
395.42,15-01-2017,18,15,01,2017
375.79,15-01-2017,19,15,01,2017
305.14,15-01-2017,20,15,01,2017
302.87,15-01-2017,21,15,01,2017
300.78,15-01-2017,22,15,01,2017
295.0,15-01-2017,23,15,01,2017
294.05,16-01-2017,00,16,01,2017
293.29,16-01-2017,01,16,01,2017
293.01,16-01-2017,02,16,01,2017
293.29,16-01-2017,03,16,01,2017
297.18,16-01-2017,04,16,01,2017
302.11,16-01-2017,05,16,01,2017
345.35,16-01-2017,06,16,01,2017
569.32,16-01-2017,07,16,01,2017
568.0,16-01-2017,08,16,01,2017
533.67,16-01-2017,09,16,01,2017
569.51,16-01-2017,10,16,01,2017
551.31,16-01-2017,11,16,01,2017
540.88,16-01-2017,12,16,01,2017
574.73,16-01-2017,13,16,01,2017
578.71,16-01-2017,14,16,01,2017
556.71,16-01-2017,15,16,01,2017
828.57,16-01-2017,16,16,01,2017
1110.58,16-01-2017,17,16,01,2017
785.52,16-01-2017,18,16,01,2017
534.81,16-01-2017,19,16,01,2017
415.14,16-01-2017,20,16,01,2017
322.02,16-01-2017,21,16,01,2017
303.53,16-01-2017,22,16,01,2017
295.0,16-01-2017,23,16,01,2017
294.21,17-01-2017,00,17,01,2017
290.41,17-01-2017,01,17,01,2017
290.79,17-01-2017,02,17,01,2017
291.08,17-01-2017,03,17,01,2017
295.25,17-01-2017,04,17,01,2017
309.96,17-01-2017,05,17,01,2017
363.75,17-01-2017,06,17,01,2017
457.68,17-01-2017,07,17,01,2017
579.12,17-01-2017,08,17,01,2017
638.41,17-01-2017,09,17,01,2017
627.22,17-01-2017,10,17,01,2017
670.58,17-01-2017,11,17,01,2017
646.1,17-01-2017,12,17,01,2017
625.99,17-01-2017,13,17,01,2017
523.24,17-01-2017,14,17,01,2017
460.33,17-01-2017,15,17,01,2017
710.61,17-01-2017,16,17,01,2017
934.23,17-01-2017,17,17,01,2017
651.79,17-01-2017,18,17,01,2017
446.1,17-01-2017,19,17,01,2017
419.35,17-01-2017,20,17,01,2017
289.94,17-01-2017,21,17,01,2017
285.38,17-01-2017,22,17,01,2017
281.87,17-01-2017,23,17,01,2017
276.09,18-01-2017,00,18,01,2017
272.0,18-01-2017,01,18,01,2017
270.76,18-01-2017,02,18,01,2017
271.62,18-01-2017,03,18,01,2017
277.23,18-01-2017,04,18,01,2017
282.94,18-01-2017,05,18,01,2017
285.89,18-01-2017,06,18,01,2017
293.03,18-01-2017,07,18,01,2017
293.88,18-01-2017,08,18,01,2017
292.36,18-01-2017,09,18,01,2017
291.13,18-01-2017,10,18,01,2017
289.6,18-01-2017,11,18,01,2017
289.6,18-01-2017,12,18,01,2017
288.17,18-01-2017,13,18,01,2017
286.84,18-01-2017,14,18,01,2017
286.65,18-01-2017,15,18,01,2017
288.65,18-01-2017,16,18,01,2017
290.36,18-01-2017,17,18,01,2017
287.6,18-01-2017,18,18,01,2017
283.8,18-01-2017,19,18,01,2017
278.94,18-01-2017,20,18,01,2017
278.56,18-01-2017,21,18,01,2017
276.75,18-01-2017,22,18,01,2017
273.99,18-01-2017,23,18,01,2017
246.67,19-01-2017,00,19,01,2017
260.1,19-01-2017,01,19,01,2017
258.58,19-01-2017,02,19,01,2017
261.24,19-01-2017,03,19,01,2017
270.1,19-01-2017,04,19,01,2017
277.35,19-01-2017,05,19,01,2017
280.01,19-01-2017,06,19,01,2017
284.49,19-01-2017,07,19,01,2017
289.92,19-01-2017,08,19,01,2017
288.49,19-01-2017,09,19,01,2017
285.54,19-01-2017,10,19,01,2017
284.11,19-01-2017,11,19,01,2017
282.49,19-01-2017,12,19,01,2017
281.73,19-01-2017,13,19,01,2017
281.35,19-01-2017,14,19,01,2017
281.35,19-01-2017,15,19,01,2017
282.87,19-01-2017,16,19,01,2017
284.3,19-01-2017,17,19,01,2017
283.82,19-01-2017,18,19,01,2017
281.35,19-01-2017,19,19,01,2017
275.06,19-01-2017,20,19,01,2017
274.3,19-01-2017,21,19,01,2017
273.82,19-01-2017,22,19,01,2017
270.68,19-01-2017,23,19,01,2017
259.61,20-01-2017,00,20,01,2017
259.9,20-01-2017,01,20,01,2017
258.47,20-01-2017,02,20,01,2017
260.66,20-01-2017,03,20,01,2017
266.0,20-01-2017,04,20,01,2017
267.05,20-01-2017,05,20,01,2017
272.58,20-01-2017,06,20,01,2017
283.45,20-01-2017,07,20,01,2017
285.83,20-01-2017,08,20,01,2017
284.97,20-01-2017,09,20,01,2017
284.49,20-01-2017,10,20,01,2017
283.35,20-01-2017,11,20,01,2017
281.25,20-01-2017,12,20,01,2017
280.01,20-01-2017,13,20,01,2017
277.25,20-01-2017,14,20,01,2017
275.72,20-01-2017,15,20,01,2017
279.63,20-01-2017,16,20,01,2017
282.4,20-01-2017,17,20,01,2017
281.44,20-01-2017,18,20,01,2017
275.53,20-01-2017,19,20,01,2017
270.38,20-01-2017,20,20,01,2017
269.62,20-01-2017,21,20,01,2017
268.0,20-01-2017,22,20,01,2017
264.0,20-01-2017,23,20,01,2017
262.64,21-01-2017,00,21,01,2017
257.99,21-01-2017,01,21,01,2017
255.61,21-01-2017,02,21,01,2017
255.9,21-01-2017,03,21,01,2017
258.65,21-01-2017,04,21,01,2017
263.59,21-01-2017,05,21,01,2017
263.88,21-01-2017,06,21,01,2017
268.34,21-01-2017,07,21,01,2017
273.67,21-01-2017,08,21,01,2017
277.18,21-01-2017,09,21,01,2017
280.51,21-01-2017,10,21,01,2017
280.41,21-01-2017,11,21,01,2017
278.32,21-01-2017,12,21,01,2017
276.42,21-01-2017,13,21,01,2017
276.14,21-01-2017,14,21,01,2017
280.41,21-01-2017,15,21,01,2017
284.12,21-01-2017,16,21,01,2017
294.0,21-01-2017,17,21,01,2017
288.49,21-01-2017,18,21,01,2017
283.36,21-01-2017,19,21,01,2017
278.51,21-01-2017,20,21,01,2017
275.28,21-01-2017,21,21,01,2017
271.2,21-01-2017,22,21,01,2017
267.3,21-01-2017,23,21,01,2017
271.71,22-01-2017,00,22,01,2017
267.05,22-01-2017,01,22,01,2017
264.2,22-01-2017,02,22,01,2017
263.54,22-01-2017,03,22,01,2017
263.92,22-01-2017,04,22,01,2017
266.48,22-01-2017,05,22,01,2017
266.77,22-01-2017,06,22,01,2017
270.48,22-01-2017,07,22,01,2017
273.43,22-01-2017,08,22,01,2017
278.56,22-01-2017,09,22,01,2017
281.51,22-01-2017,10,22,01,2017
281.42,22-01-2017,11,22,01,2017
280.85,22-01-2017,12,22,01,2017
280.75,22-01-2017,13,22,01,2017
280.75,22-01-2017,14,22,01,2017
281.7,22-01-2017,15,22,01,2017
285.12,22-01-2017,16,22,01,2017
291.97,22-01-2017,17,22,01,2017
290.36,22-01-2017,18,22,01,2017
284.84,22-01-2017,19,22,01,2017
281.99,22-01-2017,20,22,01,2017
280.85,22-01-2017,21,22,01,2017
276.18,22-01-2017,22,22,01,2017
266.77,22-01-2017,23,22,01,2017
267.82,23-01-2017,00,23,01,2017
256.02,23-01-2017,01,23,01,2017
250.6,23-01-2017,02,23,01,2017
258.02,23-01-2017,03,23,01,2017
270.48,23-01-2017,04,23,01,2017
272.29,23-01-2017,05,23,01,2017
279.51,23-01-2017,06,23,01,2017
288.26,23-01-2017,07,23,01,2017
291.21,23-01-2017,08,23,01,2017
288.36,23-01-2017,09,23,01,2017
286.17,23-01-2017,10,23,01,2017
284.93,23-01-2017,11,23,01,2017
283.89,23-01-2017,12,23,01,2017
283.22,23-01-2017,13,23,01,2017
282.94,23-01-2017,14,23,01,2017
283.89,23-01-2017,15,23,01,2017
287.6,23-01-2017,16,23,01,2017
295.59,23-01-2017,17,23,01,2017
289.5,23-01-2017,18,23,01,2017
284.46,23-01-2017,19,23,01,2017
281.04,23-01-2017,20,23,01,2017
279.13,23-01-2017,21,23,01,2017
274.38,23-01-2017,22,23,01,2017
270.57,23-01-2017,23,23,01,2017
276.12,24-01-2017,00,24,01,2017
275.08,24-01-2017,01,24,01,2017
275.08,24-01-2017,02,24,01,2017
276.03,24-01-2017,03,24,01,2017
280.78,24-01-2017,04,24,01,2017
282.49,24-01-2017,05,24,01,2017
294.57,24-01-2017,06,24,01,2017
436.34,24-01-2017,07,24,01,2017
467.81,24-01-2017,08,24,01,2017
464.68,24-01-2017,09,24,01,2017
456.59,24-01-2017,10,24,01,2017
440.52,24-01-2017,11,24,01,2017
389.08,24-01-2017,12,24,01,2017
351.81,24-01-2017,13,24,01,2017
332.03,24-01-2017,14,24,01,2017
331.65,24-01-2017,15,24,01,2017
440.14,24-01-2017,16,24,01,2017
707.62,24-01-2017,17,24,01,2017
531.23,24-01-2017,18,24,01,2017
300.47,24-01-2017,19,24,01,2017
288.48,24-01-2017,20,24,01,2017
284.4,24-01-2017,21,24,01,2017
276.5,24-01-2017,22,24,01,2017
271.75,24-01-2017,23,24,01,2017
273.66,25-01-2017,00,25,01,2017
270.15,25-01-2017,01,25,01,2017
267.4,25-01-2017,02,25,01,2017
267.49,25-01-2017,03,25,01,2017
273.47,25-01-2017,04,25,01,2017
272.33,25-01-2017,05,25,01,2017
279.07,25-01-2017,06,25,01,2017
296.34,25-01-2017,07,25,01,2017
437.92,25-01-2017,08,25,01,2017
297.95,25-01-2017,09,25,01,2017
296.25,25-01-2017,10,25,01,2017
293.02,25-01-2017,11,25,01,2017
291.12,25-01-2017,12,25,01,2017
289.51,25-01-2017,13,25,01,2017
287.04,25-01-2017,14,25,01,2017
287.23,25-01-2017,15,25,01,2017
291.88,25-01-2017,16,25,01,2017
834.75,25-01-2017,17,25,01,2017
293.4,25-01-2017,18,25,01,2017
283.63,25-01-2017,19,25,01,2017
276.98,25-01-2017,20,25,01,2017
274.52,25-01-2017,21,25,01,2017
267.78,25-01-2017,22,25,01,2017
259.71,25-01-2017,23,25,01,2017
247.58,26-01-2017,00,26,01,2017
242.08,26-01-2017,01,26,01,2017
240.19,26-01-2017,02,26,01,2017
240.66,26-01-2017,03,26,01,2017
260.49,26-01-2017,04,26,01,2017
268.93,26-01-2017,05,26,01,2017
277.47,26-01-2017,06,26,01,2017
429.24,26-01-2017,07,26,01,2017
444.7,26-01-2017,08,26,01,2017
444.7,26-01-2017,09,26,01,2017
453.62,26-01-2017,10,26,01,2017
495.17,26-01-2017,11,26,01,2017
479.33,26-01-2017,12,26,01,2017
450.3,26-01-2017,13,26,01,2017
444.7,26-01-2017,14,26,01,2017
443.57,26-01-2017,15,26,01,2017
457.51,26-01-2017,16,26,01,2017
500.1,26-01-2017,17,26,01,2017
444.23,26-01-2017,18,26,01,2017
423.55,26-01-2017,19,26,01,2017
334.0,26-01-2017,20,26,01,2017
284.86,26-01-2017,21,26,01,2017
277.09,26-01-2017,22,26,01,2017
273.48,26-01-2017,23,26,01,2017
269.63,27-01-2017,00,27,01,2017
265.94,27-01-2017,01,27,01,2017
265.37,27-01-2017,02,27,01,2017
267.55,27-01-2017,03,27,01,2017
271.24,27-01-2017,04,27,01,2017
279.65,27-01-2017,05,27,01,2017
291.94,27-01-2017,06,27,01,2017
426.28,27-01-2017,07,27,01,2017
437.34,27-01-2017,08,27,01,2017
425.81,27-01-2017,09,27,01,2017
410.97,27-01-2017,10,27,01,2017
417.3,27-01-2017,11,27,01,2017
409.36,27-01-2017,12,27,01,2017
416.92,27-01-2017,13,27,01,2017
414.84,27-01-2017,14,27,01,2017
411.53,27-01-2017,15,27,01,2017
423.35,27-01-2017,16,27,01,2017
487.16,27-01-2017,17,27,01,2017
423.16,27-01-2017,18,27,01,2017
402.46,27-01-2017,19,27,01,2017
284.28,27-01-2017,20,27,01,2017
282.49,27-01-2017,21,27,01,2017
279.18,27-01-2017,22,27,01,2017
273.13,27-01-2017,23,27,01,2017
272.66,28-01-2017,00,28,01,2017
269.16,28-01-2017,01,28,01,2017
267.08,28-01-2017,02,28,01,2017
266.04,28-01-2017,03,28,01,2017
266.42,28-01-2017,04,28,01,2017
268.69,28-01-2017,05,28,01,2017
271.05,28-01-2017,06,28,01,2017
273.32,28-01-2017,07,28,01,2017
277.48,28-01-2017,08,28,01,2017
328.73,28-01-2017,09,28,01,2017
365.31,28-01-2017,10,28,01,2017
284.57,28-01-2017,11,28,01,2017
283.91,28-01-2017,12,28,01,2017
281.27,28-01-2017,13,28,01,2017
280.32,28-01-2017,14,28,01,2017
282.59,28-01-2017,15,28,01,2017
294.6,28-01-2017,16,28,01,2017
330.62,28-01-2017,17,28,01,2017
292.8,28-01-2017,18,28,01,2017
285.33,28-01-2017,19,28,01,2017
281.27,28-01-2017,20,28,01,2017
279.37,28-01-2017,21,28,01,2017
274.93,28-01-2017,22,28,01,2017
271.53,28-01-2017,23,28,01,2017
272.46,29-01-2017,00,29,01,2017
266.79,29-01-2017,01,29,01,2017
263.48,29-01-2017,02,29,01,2017
262.06,29-01-2017,03,29,01,2017
261.69,29-01-2017,04,29,01,2017
262.73,29-01-2017,05,29,01,2017
262.44,29-01-2017,06,29,01,2017
264.9,29-01-2017,07,29,01,2017
270.38,29-01-2017,08,29,01,2017
273.22,29-01-2017,09,29,01,2017
277.38,29-01-2017,10,29,01,2017
276.34,29-01-2017,11,29,01,2017
273.5,29-01-2017,12,29,01,2017
272.94,29-01-2017,13,29,01,2017
272.75,29-01-2017,14,29,01,2017
273.88,29-01-2017,15,29,01,2017
279.37,29-01-2017,16,29,01,2017
282.96,29-01-2017,17,29,01,2017
281.92,29-01-2017,18,29,01,2017
278.23,29-01-2017,19,29,01,2017
273.88,29-01-2017,20,29,01,2017
272.75,29-01-2017,21,29,01,2017
270.57,29-01-2017,22,29,01,2017
265.75,29-01-2017,23,29,01,2017
258.28,30-01-2017,00,30,01,2017
259.61,30-01-2017,01,30,01,2017
